AtomicUnitID,LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
HBA-PD028-00001,1,"This scope-change brief describes how OpenPipeStress_PRD_v0.2.md differs from the earlier PRD.md, written for software-development agents changing OpenPipeStress's scope of work.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L3|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0001,2558546061dd,IN,SEC-PD028-0001,UNIT-PD028-0001,,
HBA-PD028-00110,110,Add regression tests: same model state plus same solver version yields same result hash; same pair of states plus same mapping/tolerances yields same comparison output; schema serialize/deserialize yields no loss of typed data; report generation from the same state/run yields reproducible report metadata.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L701|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0071,a2e14412e1bc,IN,SEC-PD028-0071,UNIT-PD028-0001,,
HBA-PD028-00111,111,"The original PRD had strong IP/data restrictions: no ASME text, tables, B31J content, B16/B36 tables, protected examples, or commercial software material without permission.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L713|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0073,910646afd39f,IN,SEC-PD028-0073,UNIT-PD028-0001,,
HBA-PD028-00112,112,"The new PRD aligns IP/data restrictions with the IP/Data Boundary Policy: the public repository may contain open solver algorithms, schemas, blank templates, invented example data, permissively licensed data, validation benchmarks, and private-library import mechanisms.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L718|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0074,5e70e6b52e17,IN,SEC-PD028-0074,UNIT-PD028-0001,,
HBA-PD028-00113,113,"The public repository must not contain protected standards data, proprietary vendor catalogs without rights, commercial software examples without permission, private rule packs, owner standards, or protected code-specific acceptance criteria.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L718|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0074,e1fac244a270,IN,SEC-PD028-0074,UNIT-PD028-0001,,
HBA-PD028-00114,114,"Continue implementing private-by-default rule packs, libraries, provenance metadata, and protected-content quarantine workflows.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L722|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0075,1ecc63f9adc6,IN,SEC-PD028-0075,UNIT-PD028-0001,,
HBA-PD028-00115,115,"Provenance and private-data handling now also apply to design knowledge, constraints, handoff packages, comparison reports, agent rationale, and external references, not only materials, components, and rule packs.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L724|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0075,e244f2aa4d20,IN,SEC-PD028-0075,UNIT-PD028-0001,,
HBA-PD028-00116,116,"The original personas were piping stress engineer, owner-operator reviewer, engineering company administrator, open-source contributor, and educator/researcher.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L744|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0077,2b10669e74c3,IN,SEC-PD028-0077,UNIT-PD028-0001,,
HBA-PD028-00117,117,"The new personas include piping designer / layout engineer, piping stress engineer, owner-operator reviewer, engineering company administrator, open-source contributor, and agent-enhanced user.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L754|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0078,c7c6558b6e58,IN,SEC-PD028-0078,UNIT-PD028-0001,,
HBA-PD028-00118,118,"The educator/researcher persona is no longer a primary persona, though educational/research examples remain a secondary goal.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L762|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0078,2a9174cd85b7,IN,SEC-PD028-0078,UNIT-PD028-0001,,
HBA-PD028-00119,119,"UX should support design iteration, not just stress-calculation report preparation.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L766|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0079,16a3291ce554,IN,SEC-PD028-0079,UNIT-PD028-0001,,
HBA-PD028-00120,120,"Prioritize workflows like create route, place supports, inspect constraints, run analysis, modify support, save new state, compare before/after, and export handoff over only build stress model, run code check, and issue calculation report.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L770|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0079,4dd0882d3580,IN,SEC-PD028-0079,UNIT-PD028-0001,,
HBA-PD028-00121,121,"The new PRD does not carry over original sections on detailed platform/technical architecture directory layout, performance requirements, accessibility and usability requirements, explicit source notes and external ASME reference pages, and detailed technology selection criteria.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L793|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0080,527a23bc2979,IN,SEC-PD028-0080,UNIT-PD028-0001,,
HBA-PD028-00122,122,Omission of those sections does not mean the requirements are invalid; v0.2 focused on product scope and workflow realignment.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L801|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0080,27c71ddb456f,IN,SEC-PD028-0080,UNIT-PD028-0001,,
HBA-PD028-00123,123,"Future agents should not assume performance, accessibility, or architecture concerns are abandoned; they should be reintroduced in a future technical architecture document or v0.3 PRD.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L805|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0081,36aad94dcb00,IN,SEC-PD028-0081,UNIT-PD028-0001,,
HBA-PD028-00124,124,"Recommended follow-up artifacts: TECHNICAL_ARCHITECTURE.md, DATA_MODEL_SPEC.md, COMPARISON_ENGINE_SPEC.md, HANDOFF_PACKAGE_SPEC.md, GUI_UX_REQUIREMENTS.md, PERFORMANCE_REQUIREMENTS.md, ACCESSIBILITY_REQUIREMENTS.md, and AGENT_OPERATION_SPEC.md.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L809|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0081,7213b9fb8256,IN,SEC-PD028-0081,UNIT-PD028-0001,,
HBA-PD028-00125,125,"Epic 1 Canonical Physical Model Schema: implement a schema representing physical entities, analytical entities, constraints, design knowledge, provenance, warnings, assumptions, external references, and stable IDs.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L830|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0084,997f8505a86c,IN,SEC-PD028-0084,UNIT-PD028-0001,,
HBA-PD028-00126,126,"Epic 2 Physical-to-Analytical Transformation: implement deterministic transformation from physical model to solver model, including warnings when physical design data cannot be represented analytically.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L844|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0085,8dc6cb65cb19,IN,SEC-PD028-0085,UNIT-PD028-0001,,
HBA-PD028-00127,127,"Epic 3 Model States and Analysis Runs: implement immutable snapshots, result records, hashes, and reproducibility metadata.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L848|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0086,751987ab9bdd,IN,SEC-PD028-0086,UNIT-PD028-0001,,
HBA-PD028-00128,128,"Epic 4 Generic Comparison Engine: implement deterministic diffs for model states and analysis runs, including stable-ID mapping, manual mapping, tolerance profiles, and tabular/graphical output.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L852|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0087,74265433b0a5,IN,SEC-PD028-0087,UNIT-PD028-0001,,
HBA-PD028-00129,129,"Epic 5 Handoff Package Generator: implement canonical model export, manifests, hashes, warnings, unresolved assumptions, entity ID mappings, and target mapping metadata.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L856|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0088,83cbda7c2cae,IN,SEC-PD028-0088,UNIT-PD028-0001,,
HBA-PD028-00130,130,"Epic 6 Design Knowledge and Constraint Engine: implement routing corridors, no-go volumes, support zones, clearance checks, equipment interfaces, and explicit design-knowledge records.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L860|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0089,abaf17ae5a07,IN,SEC-PD028-0089,UNIT-PD028-0001,,
HBA-PD028-00131,131,"Epic 7 Agent Operation Framework: implement structured operations, schema validation, diff preview, user acceptance, rationale capture, and audit trail.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L864|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0090,b1d9129fcd12,IN,SEC-PD028-0090,UNIT-PD028-0001,,
HBA-PD028-00132,132,"Future agents should avoid pulling into the MVP, unless the owner reprioritizes: commercial stress software output parsers, automatic external prover comparison, formal prover lifecycle/status enforcement, automatic professional acceptance records, dynamic analysis modules, comprehensive CAD/BIM integration, advanced route optimization, automatic code-compliance claims, and cloud-dependent workflows.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L870|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0091,781d7d795da6,IN,SEC-PD028-0091,UNIT-PD028-0001,,
HBA-PD028-00133,133,The new PRD explicitly defers comprehensive external-prover result ingestion and forced prover status while preserving future external result states as an architectural possibility.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L884|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0091,96f15138535e,IN,SEC-PD028-0091,UNIT-PD028-0001,,
HBA-PD028-00134,134,"Future agents should not discard original scope intentionally preserved by the new PRD: full analytical piping stress engine, 3D frame/line-element solver, six-degree-of-freedom nodes, and pipe/bend/branch/rigid-component/reducer/expansion-joint concepts.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L890|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0092,613f41705268,IN,SEC-PD028-0092,UNIT-PD028-0001,,
HBA-PD028-00135,135,"Preserved original scope also includes linear and nonlinear supports, fundamental stress recovery, load cases and combinations, user-supplied rule packs, private material/component libraries, unit safety, and no silent engineering defaults.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L897|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0092,414ed5b48ebe,IN,SEC-PD028-0092,UNIT-PD028-0001,,
HBA-PD028-00136,136,"Preserved original scope also includes IP/data separation, validation benchmarks, auditable reports, and local-first operation.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L904|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0092,4d55e4a8a11d,IN,SEC-PD028-0092,UNIT-PD028-0001,,
HBA-PD028-00137,137,"The project still follows the original intent of open mechanics and private code data, but now adds design-engine scope, state comparison, handoff, and external professional validation boundaries.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L910|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0092,a614acff8622,IN,SEC-PD028-0092,UNIT-PD028-0001,,
HBA-PD028-00138,138,"When changing development scope, future agents should treat OpenPipeStress_PRD_v0.2.md as shifting the project from an open piping stress analysis platform to an analysis-grade piping design engine with a full stress-analysis core, schema-backed physical model, GUI/agent-assisted iteration, immutable model states, deterministic comparison, and handoff packages for downstream professional validation.",@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L916|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0093,1d0a2892a51a,IN,SEC-PD028-0093,UNIT-PD028-0001,,
HBA-PD028-00139,139,The solver remains essential; what changed is the surrounding product architecture and the authority boundary.,@repo/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md:L924|domains/chirality-piping/_Decomposition/source_review_html/SRC-DOCS-SCOPECHANGE-OPENPIPESTRESS-PRD-V0-2-SCOPE-CHANGE-BRIEF.html#SEC-PD028-0093,e376014f13e8,IN,SEC-PD028-0093,UNIT-PD028-0001,,
