CapabilityID,Capability,EntryPoints,Tests,Notes
RC-02-0125,"Pins the Python development dependencies used by project checks: JSON schema validation, coverage, YAML parsing and parallel pytest.",projects/chirality-piping/requirements-dev.txt,NONE_FOUND,Referenced by several release tools and schema-validation helpers as the install hint.
RC-02-0126,"Creates and deletes supports and replaces a support configuration, validating restraints, springs, constant and variable hangers and nonlinear settings with explicit dimensioned inputs.",projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_support;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_delete_support;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::normalize_restraint_tokens;projects/chirality-piping/core/model_operations/operation_applier/src/rich_authoring.rs::validate_support_configuration,projects/chirality-piping/core/model_operations/operation_applier/tests/support_authoring_conflicts.rs;projects/chirality-piping/core/model_operations/operation_applier/tests/contract_corpus.rs;projects/chirality-piping/apps/desktop/src/features/rich-authoring/richForms.test.tsx;projects/chirality-piping/core/model_operations/operation_applier/src/rich_authoring.rs::tests,Blocks deletion of supports with dependent primitive loads; conflicting stiffness declarations are rejected.
RC-02-0127,"Provides generated invented inputs and captured runner outputs for benchmark and regression commands bound to the benchmark suites, including missing-payload cases.",projects/chirality-piping/validation/witness/inputs/generate_del1005_payload_binding_inputs.py;projects/chirality-piping/validation/witness/inputs/del1005_payload_binding_benchmark_single_case_input.json;projects/chirality-piping/validation/witness/inputs/del1005_payload_binding_benchmark_multi_case_input.json;projects/chirality-piping/validation/witness/inputs/del1005_payload_binding_benchmark_payload_missing_input.json;projects/chirality-piping/validation/witness/inputs/del1005_payload_binding_regression_full_suite_input.json;projects/chirality-piping/validation/witness/inputs/del1005_payload_binding_regression_payload_missing_input.json;projects/chirality-piping/validation/witness/generated/del1005_payload_binding_benchmark_single_case.json;projects/chirality-piping/validation/witness/generated/del1005_payload_binding_benchmark_multi_case.json;projects/chirality-piping/validation/witness/generated/del1005_payload_binding_benchmark_payload_missing.json;projects/chirality-piping/validation/witness/generated/del1005_payload_binding_regression_full_suite.json;projects/chirality-piping/validation/witness/generated/del1005_payload_binding_regression_payload_missing.json,NONE_FOUND,Static reproduction evidence; no test or code reads these files.
RC-02-0128,"Connects a pipe run between two existing nodes and deletes pipe runs, checking endpoints, section geometry and dependent primitive loads.",projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_connect_pipe_run;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_delete_pipe_run;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::check_section_geometry;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::pipe_primitive_load_references,projects/chirality-piping/core/model_operations/operation_applier/tests/contract_corpus.rs;projects/chirality-piping/apps/desktop/src/services/operationContractCorpus.test.ts;projects/chirality-piping/apps/desktop/src/features/viewport/routeDraft.test.ts;projects/chirality-piping/apps/desktop/e2e/r2-smoke.spec.ts,
RC-02-0129,"Defines bounded CAEPIPE MBF export packages with deterministic text output, source references, sidecar stable IDs, loss reporting and diagnostics.",projects/chirality-piping/schemas/caepipe_mbf_export.schema.json,projects/chirality-piping/tests/test_caepipe_mbf_export_package.py,Referenced by core/handoff/caepipe_mbf/package.py. Makes no compatibility claim for the target tool.
RC-02-0130,"Guides developers through governing artifacts, architecture map, solver and rule-pack architecture, data and provenance, diagnostics and result envelopes, test discipline and contribution checklist.",projects/chirality-piping/docs/developer_guide/index.md,NONE_FOUND,
RC-02-0131,"Defines conservative PCF export packages with deterministic ASCII PCF text, sidecar stable identity, loss reporting, diagnostics and provenance.",projects/chirality-piping/schemas/pcf_export.schema.json,projects/chirality-piping/tests/test_pcf_export_package.py,Only the package test references the schema file by name.
RC-02-0132,"Displays a reopened saved run as historical evidence with its findings and read-only results, stating it cannot drive current overlays, checks or reports.",projects/chirality-piping/apps/desktop/src/features/results/HistoricalRunContext.tsx::HistoricalRunPanel,projects/chirality-piping/apps/desktop/src/App.test.tsx;projects/chirality-piping/apps/desktop/src/App.shell.test.tsx;projects/chirality-piping/apps/desktop/e2e/linear-authoring.spec.ts;projects/chirality-piping/apps/desktop/e2e/c3-viewport-visibility.spec.ts;projects/chirality-piping/apps/desktop/e2e/ui-foundation-dist.spec.ts,
RC-02-0133,"Presents the security threat model: assets, trust boundaries, threat inventory, no-bypass controls, report/export, telemetry and supply-chain rules, review triggers.",projects/chirality-piping/docs/security/threat_model.md,projects/chirality-piping/tests/test_security_threat_model.py,Test checks wording avoids positive reliance and target claims; cited by desktop threat-model and export-review panels.
RC-02-0134,"Builds and optionally executes profile-based local release-readiness check plans, including required-document presence, Cargo crate discovery and a security profile.",projects/chirality-piping/tools/release/check_release_readiness.py::build_plan;projects/chirality-piping/tools/release/check_release_readiness.py::check_required_paths,projects/chirality-piping/tests/test_release_readiness_script.py,Provider-neutral and local. Reused as a step by the protected-content scan and coverage tooling. Reads the latest graph edges file to feed the dependency-schema validator.
RC-02-0135,"Runs the pull-request desktop browser-test gate: selection with policy self-test, accessibility barrier, four-shard remainder when full, and one stable aggregate check.",.github/workflows/piping-desktop-e2e.yml,projects/chirality-piping/tests/test_ci_e2e_plan.py,"Also dispatchable manually with a target base for retarget proofs. Uploads plans, collections and failure reports as run artifacts."
RC-02-0136,Returns a preview mechanics envelope and an immutable analysis-run record built from a stored invented result fixture plus model validation diagnostics.,projects/chirality-piping/core/product_preview/service.py::run_preview_mechanics;projects/chirality-piping/core/product_preview/service.py::build_analysis_run_preview;projects/chirality-piping/core/product_preview/service.py::load_preview_model,projects/chirality-piping/tests/product_preview/test_product_preview_service.py::test_mechanics_result_keeps_status_boundaries_separate;projects/chirality-piping/tests/product_preview/test_product_preview_service.py::test_analysis_run_preview_binds_mechanics_results_to_immutable_run_record,Does not solve: result values come from a fixture file regardless of the input model.
RC-02-0137,"Provides generated invented inputs and captured outputs for the headless runner command line (solve, validation blocking, benchmark stub) and a headless preview run.",projects/chirality-piping/validation/witness/inputs/generate_tp_runner_015_inputs.py;projects/chirality-piping/validation/witness/inputs/tp_runner_015_final_cli_solve_input.json;projects/chirality-piping/validation/witness/inputs/tp_runner_015_final_cli_validation_blocking_input.json;projects/chirality-piping/validation/witness/inputs/tp_runner_015_final_cli_benchmark_stub_input.json;projects/chirality-piping/validation/witness/generated/tp_runner_015_final_cli_solve.json;projects/chirality-piping/validation/witness/generated/tp_runner_015_final_cli_validation_blocking.json;projects/chirality-piping/validation/witness/generated/tp_runner_015_final_cli_benchmark_stub.json;projects/chirality-piping/validation/witness/generated/tp_runner_014_headless_entrypoint_preview_run.json,NONE_FOUND,Static reproduction evidence; no test or code reads these files. The benchmark stub output predates the suite-bound benchmark outputs and may be stale.
RC-02-0138,Defines unit-aware comparison tolerance profiles with dimensional applicability and review provenance but no default numerical tolerances.,projects/chirality-piping/schemas/comparison_tolerance.schema.json,projects/chirality-piping/tests/test_comparison_contracts.py,Only tests reference the schema file by name.
RC-02-0139,"Defines pipe section library records: user-entered dimensions, calculated-property slots, provenance, review status and completeness findings.",projects/chirality-piping/schemas/section.schema.yaml,projects/chirality-piping/tests/test_component_section_schema.py;projects/chirality-piping/apps/desktop/src/features/model-tree/schemaSlotEmission.test.tsx,No runtime code references the schema file by name.
RC-02-0140,"Regression-tests the product linear static preview in sparse and dense modes on an invented cantilever against independently frozen expectations, with negative controls.",projects/chirality-piping/validation/benchmarks/physics_audit_regression/src/lib.rs;projects/chirality-piping/validation/benchmarks/physics_audit_regression/Cargo.toml;projects/chirality-piping/validation/benchmarks/physics_audit_regression/Cargo.lock;projects/chirality-piping/validation/benchmarks/physics_audit_regression/README.md,projects/chirality-piping/validation/benchmarks/physics_audit_regression/src/lib.rs,Test-only crate with no other caller; reached through Cargo discovery under validation/benchmarks by the sweep and readiness tools.
RC-02-0141,"Invented unit-contract document exercising dimensions, quantities, conversions and dimension checks.",projects/chirality-piping/fixtures/units/,projects/chirality-piping/tests/test_units_schema.py,One file.
RC-02-0142,Emits explicit status diagnostics recording that sparse default promotion and solver tolerance policy values remain undecided.,projects/chirality-piping/core/solver/diagnostics/src/lib.rs::sparse_solver_tbd_diagnostic;projects/chirality-piping/core/solver/diagnostics/src/lib.rs::tolerance_policy_tbd_diagnostic,projects/chirality-piping/core/solver/diagnostics/src/lib.rs::tests;projects/chirality-piping/core/solver/nonlinear_integration/src/lib.rs::tests::tbd_policy_emits_visible_tolerance_policy_diagnostic_without_defaults;projects/chirality-piping/core/solver/performance_harness/src/lib.rs::tests,"The tolerance diagnostic fires from the nonlinear loop when convergence policy is unset; the sparse-status message may lag the code, which already defaults the nonlinear loop to sparse."
RC-02-0143,Invented export adapter SDK admission package and its source payload.,projects/chirality-piping/fixtures/export_adapter_sdk/,projects/chirality-piping/tests/test_export_adapter_sdk.py,Two files.
RC-02-0144,"Defines native open JSON export packages: model payload, stable IDs, loss report, validation checks, diagnostics and provenance for interchange.",projects/chirality-piping/schemas/native_json_export.schema.json,projects/chirality-piping/tests/test_native_json_export_package.py,Referenced by core/handoff/native_json/package.py.
RC-02-0145,"Defines analysis status envelopes that keep software-computed mechanics and rule-pack statuses separate from external, hash-bound human acceptance.",projects/chirality-piping/schemas/analysis_status.schema.yaml,projects/chirality-piping/tests/test_analysis_status_schema.py,Referenced as a schema_ref by core/gui/pkg02_boundary.py.
RC-02-0146,"Produces convergence or nonconvergence diagnostics for iterative solves from iteration counts, residuals and tolerance.",projects/chirality-piping/core/solver/diagnostics/src/lib.rs::convergence_diagnostic,projects/chirality-piping/core/solver/diagnostics/src/lib.rs::tests;projects/chirality-piping/core/solver/nonlinear_supports/src/lib.rs::tests,Used by the nonlinear support classifier.
RC-02-0147,"Defines the governed vocabulary of boundary statements and evidence-status labels, composite anchors and authoring rules for claims wording.",projects/chirality-piping/docs/claims_registry.md,projects/chirality-piping/apps/desktop/src/features/workspace/statusLabels.test.ts,Its display-form label table is mirrored in desktop status-label code; rule-check and library-import services cite it.
RC-02-0148,Maps the documentation package for readers and agents and records a machine-readable manifest of the seed document set with summary counts.,projects/chirality-piping/docs/README.md;projects/chirality-piping/docs/MANIFEST.json,NONE_FOUND,"MANIFEST.json dates from package creation: it lists a decomposition file not present under docs/ and omits most later documents, so it is stale as an index."
RC-02-0149,"Defines the result envelope of an operation validate-only or apply run, carrying per-operation outcomes and diagnostics.",projects/chirality-piping/schemas/operation_outcome.schema.json,projects/chirality-piping/tests/test_operation_result_schemas.py,The operation applier crate and desktop batch/viewport code emit or consume the matching envelope; only the schema test validates against the file.
RC-02-0150,Preserves the superseded first version of the product requirements for history and comparison.,projects/chirality-piping/docs/_history/PRD_v0.1.md,NONE_FOUND,Superseded; not current requirements.
RC-02-0151,"Evaluates model-document schema versions, migrates older documents in memory, refuses newer or unsupported ones, and records a ledger with pre/post hashes on save.",projects/chirality-piping/apps/desktop/src-tauri/src/model_document_migration.rs;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::prepare_model_document_for_persist;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::refuse_model_document;projects/chirality-piping/apps/desktop/src/services/projectService.ts::evaluateModelDocumentLocal;projects/chirality-piping/apps/desktop/src/services/projectService.ts::modelDocumentVersionCheckStatus;projects/chirality-piping/apps/desktop/src/services/projectService.ts::modelDocumentVersionCheckDiagnostic,projects/chirality-piping/apps/desktop/src-tauri/src/model_document_migration.rs::tests;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::tests::persist_preparation_refuses_newer_and_unsupported_model_documents;projects/chirality-piping/apps/desktop/src-tauri/src/lib.rs::tests::saving_an_open_time_migrated_document_appends_a_ledger_record_with_pre_and_post_hashes;projects/chirality-piping/apps/desktop/src/services/projectService.test.ts,Browser side mirrors the native chain; the only migration is a no-op version stamp.
RC-02-0152,"Provides a fill-in contributor certification record covering contribution identity, source and rights, protected-content and private-data screens, and maintainer disposition.",projects/chirality-piping/governance/CONTRIBUTOR_CERTIFICATION_TEMPLATE.md,NONE_FOUND,Template; no tool consumes it.
RC-02-0153,"Configures the governance harness for this project: where status files live, lifecycle states, parser dialect, drift baseline, validation commands and guard preconditions.",projects/chirality-piping/_harness/adapter.yaml,tools/practitioner_harness/test_root_adoption.py;tools/practitioner_harness/test_run_validations.py;tools/practitioner_harness/test_self_check_fixtures.py;tools/practitioner_harness/test_brief_adoption.py;tools/practitioner_harness/test_root_historical_status.py,Configuration only; it holds no product behaviour. Read by tools/practitioner_harness/adapter_loader.py and tools/scaffolding/write_status.sh at repository root. It points into governance folders.
RC-02-0154,Shows a mechanics gap ledger listing preview mechanics capabilities with implemented or deferred status and review notes.,projects/chirality-piping/apps/desktop/src/features/results/resultInterpretation.ts::mechanicsGaps,projects/chirality-piping/apps/desktop/src/App.test.tsx;projects/chirality-piping/apps/desktop/e2e/ui-foundation-dist.spec.ts,"Static hard-coded list, not derived from the solver."
RC-02-0155,"Invented analysis-run records in current 0.2, legacy Python 0.1 and legacy desktop 0.1 forms, used to check record compatibility and history display.",projects/chirality-piping/fixtures/analysis_runs/,projects/chirality-piping/tests/test_analysis_run_compatibility.py;projects/chirality-piping/tests/test_state_comparison_handoff_report_sections.py;projects/chirality-piping/apps/desktop/src/features/results/HistoricalRunContext.test.tsx;projects/chirality-piping/apps/desktop/src/services/analysisRunCompatibility.test.ts,Three files. core/gui/design_workspace/engine.py also reads this family.
RC-02-0156,Applies a bounded tangential friction force at sliding supports using an explicit or support-reaction-derived normal force and the user friction coefficient.,projects/chirality-piping/core/solver/nonlinear_integration/src/lib.rs::FrictionNormalReaction;projects/chirality-piping/core/solver/nonlinear_integration/src/lib.rs::DerivedFrictionNormalReaction;projects/chirality-piping/core/solver/nonlinear_integration/src/lib.rs::AppliedSlidingFrictionForce,projects/chirality-piping/core/solver/nonlinear_integration/src/lib.rs::tests::sliding_friction_support_applies_bounded_force_independent_of_seed;projects/chirality-piping/core/solver/nonlinear_integration/src/lib.rs::tests::friction_support_derives_normal_from_named_support_reaction;projects/chirality-piping/core/solver/nonlinear_integration/src/lib.rs::tests::scalar_friction_final_state_is_seed_mode_and_load_sign_independent,No load-path or load-step friction history. A sliding seed defers convergence one iteration.
RC-02-0157,"Models in-memory viewport session state and prepares node-creation, pipe-run connection, component-symbol insertion and selection command intents plus view primitives.",projects/chirality-piping/core/gui/viewport_editor/src/lib.rs;projects/chirality-piping/core/gui/viewport_editor/Cargo.toml;projects/chirality-piping/core/gui/viewport_editor/Cargo.lock;projects/chirality-piping/core/gui/viewport_editor/.gitignore,projects/chirality-piping/core/gui/viewport_editor/src/lib.rs::tests;projects/chirality-piping/tests/test_viewport_editor_contract.py,"Standalone crate with no dependents found; the desktop viewport implements its own intents. Python test checks schema and fixture shape, not this crate."
RC-02-0158,"Holds planning registers as CSV tables recording scope items, planned work items and per-item context budget assessments.",projects/chirality-piping/docs/_Registers/ScopeLedger.csv;projects/chirality-piping/docs/_Registers/Deliverables.csv;projects/chirality-piping/docs/_Registers/ContextBudgetQA.csv,NONE_FOUND,Planning records; content only inspected at header level per brief (they map work items and are not used here for ownership).
RC-02-0159,Invented format-neutral adapter framework declaration used to check the adapter framework contract.,projects/chirality-piping/fixtures/adapters/,projects/chirality-piping/tests/test_adapter_framework_contract.py;projects/chirality-piping/tests/test_adapter_plugin_verification_del_02_04.py,One file. core/adapters/framework/adapter_framework.py also loads it.
RC-02-0160,"Defines immutable analysis-run records bound to model state, solver identity, settings, units, load basis, diagnostics, result references and hashes, with exact-version dispatch.",projects/chirality-piping/schemas/analysis_run.schema.json;projects/chirality-piping/schemas/analysis_run.v0.1.schema.json;projects/chirality-piping/schemas/analysis_run.v0.2.schema.json;projects/chirality-piping/schemas/analysis_run.legacy-desktop.v0.1.schema.json,projects/chirality-piping/tests/test_analysis_run_schema.py;projects/chirality-piping/tests/test_analysis_run_records.py;projects/chirality-piping/tests/test_analysis_run_compatibility.py,"The dispatcher selects among the v0.1, v0.2 and an abbreviated legacy desktop 0.1 record. The legacy variants support reading older records. Referenced by core/project_persistence/service.py."
RC-02-0161,"Defines material library records with temperature-dependent property slots, provenance, redistribution status and completeness findings, without bundled values.",projects/chirality-piping/schemas/material.schema.yaml,projects/chirality-piping/tests/test_material_schema.py;projects/chirality-piping/tests/test_library_import_provenance.py,"No runtime code references the schema file by name; enforced through tests and the library import provenance checker, which loads the matching fixtures."
RC-02-0162,"Inserts component symbols (bend, tee, reducer, valve, flange, expansion joint) at a node, resolving the required creation geometry and modifiers from explicit input only.",projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_create_component;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_bend_creation_geometry;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_tee_creation_geometry;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_expansion_joint_creation_geometry;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::resolve_rigid_creation_geometry,projects/chirality-piping/apps/desktop/src/App.test.tsx;projects/chirality-piping/apps/desktop/src/features/model-tree/ModelTree.test.tsx;projects/chirality-piping/apps/desktop/e2e/r2-smoke.spec.ts;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::tests,No geometry defaults are invented; missing geometry blocks.
RC-02-0163,"Defines named immutable model-state records with metadata, assumptions, warnings, external references and deterministic hashes for review and reproducibility.",projects/chirality-piping/schemas/model_state.schema.json,projects/chirality-piping/tests/test_model_state_schema.py;projects/chirality-piping/tests/test_persistence_schema.py;projects/chirality-piping/tests/test_comparison_contracts.py;projects/chirality-piping/tests/test_handoff_package_schema.py,Referenced by core/project_persistence/service.py and core/analysis_runs/records.py.
RC-02-0164,"Guides end users through scope limits, setup and storage, project creation, modeling, solving and reading status, rule checks, results, reports, review, export and troubleshooting.",projects/chirality-piping/docs/user_guide/index.md,projects/chirality-piping/tests/test_user_guide_status_wording.py,Self-titled skeleton; test checks human-approval status wording carries no software claim.
RC-02-0165,"Invented domain models (minimal project, physical source-of-truth model) and a physical-to-analytical trace-gap expectation.",projects/chirality-piping/fixtures/domain/,projects/chirality-piping/tests/test_model_schema.py;projects/chirality-piping/tests/test_physical_to_analytical_transform.py;projects/chirality-piping/tests/test_analytical_solver_boundary_adapter.py;projects/chirality-piping/tests/test_project_persistence_service.py,Three files. The trace-gap file is marked verification-only.
RC-02-0166,"States the telemetry policy: default-off semantics, initialization, event allowlist, metadata-only guard, forbidden payload fields and no-bypass surfaces.",projects/chirality-piping/docs/security/telemetry_policy.md,projects/chirality-piping/tests/security/test_telemetry_policy.py,Cited by desktop telemetry boundary panel.
RC-02-0167,"Invented analysis-boundary records covering a checked rule, rule inputs missing after a mechanics solve, and a failed rule with a human reference.",projects/chirality-piping/fixtures/analysis_boundary/,projects/chirality-piping/tests/test_analysis_boundary_schema.py,Three files.
RC-02-0168,"Builds and validates deterministic project persistence envelopes with model, state and run history, hash metadata, provenance, private-data markers and a hash manifest; supports round-trip checks.",projects/chirality-piping/core/project_persistence/service.py::build_project_persistence_envelope;projects/chirality-piping/core/project_persistence/service.py::validate_project_persistence_envelope;projects/chirality-piping/core/project_persistence/service.py::project_hash_manifest;projects/chirality-piping/core/project_persistence/service.py::round_trip_project_envelope;projects/chirality-piping/core/project_persistence/__init__.py,projects/chirality-piping/tests/test_project_persistence_service.py,"Byte basis is sorted compact JSON, explicitly not RFC 8785."
RC-02-0169,"Configures the frontend build and unit tests, and fails a production build when wasm engine assets are missing from input or output.",projects/chirality-piping/apps/desktop/vite.config.ts;projects/chirality-piping/apps/desktop/package.json;projects/chirality-piping/apps/desktop/tsconfig.json,projects/chirality-piping/apps/desktop/e2e/wasm-engine-dist.spec.ts,Also sets vendor chunk splitting and 30 s unit-test timeouts.
RC-02-0170,"Gives agents project-specific instructions: path anchors, knowledge sources, project boundaries, execution attribution and software check commands.",projects/chirality-piping/AGENTS.md,NONE_FOUND,Explicitly excluded from the public export tree as a private working surface.
RC-02-0171,"Records documentation-side scope changes: a comparison brief between requirement versions, a redirect stub for the superseded version, dated authority records and a latest-change pointer.",projects/chirality-piping/docs/_ScopeChange/_LATEST.md;projects/chirality-piping/docs/_ScopeChange/OpenPipeStress_PRD_v0.2.md;projects/chirality-piping/docs/_ScopeChange/OpenPipeStress_PRD_v0.2_Scope_Change_Brief.md;projects/chirality-piping/docs/_ScopeChange/SCA-002_2026-05-02_1854/Authority.md;projects/chirality-piping/docs/_ScopeChange/SCA-003_2026-05-17_1658/Authority.md,NONE_FOUND,Historical/authority records.
RC-02-0172,"Declares historical path-role overrides and control-path exceptions, with hashes and reasons, for the repository path-anchor portability validator.",projects/chirality-piping/validation/portability_policy.json;tools/validation/validate_path_anchors.py,tools/validation/test_validate_path_anchors.py,Consumed by a repository-root validator that globs every project's policy file; entries point into governance run records.
RC-02-0173,"Checks constraint records and design-knowledge references for required fields, provenance, units, assumptions and professional boundary, classifying connectivity, clearance and slope conflicts.",projects/chirality-piping/core/constraints/validation/engine.py::validate_constraint_envelope;projects/chirality-piping/core/constraints/validation/__init__.py,projects/chirality-piping/tests/test_constraint_validation.py;projects/chirality-piping/tests/test_design_authoring_comparison_workspace.py,Decision-support diagnostics only; no product-runtime caller found outside tests.
RC-02-0174,"Defines format-neutral import/export adapter declarations, validation planning, diagnostics, provenance, privacy and contribution review.",projects/chirality-piping/schemas/adapter_framework.schema.yaml,projects/chirality-piping/tests/test_adapter_framework_contract.py;projects/chirality-piping/tests/test_adapter_plugin_verification_del_02_04.py,Referenced by core/adapters/framework/adapter_framework.py and core/handoff/exporter/workflow.py.
RC-02-0175,"Deterministically regenerates per-case validation manual pages from committed hand-calc notes, benchmark fixture sources and recorded runs, with a --check mode to detect drift.",projects/chirality-piping/docs/validation_manual/cases/generate_validation_case_pages.py::main,NONE_FOUND,No test or CI caller found; depends on a hard-coded recorded run-record path outside docs/ and a fixed recorded toolchain string.
RC-02-0176,"Documents hand calculations and provenance for the invented mechanics benchmark fixtures, including fixture unit basis.",projects/chirality-piping/validation/hand_calcs/mechanics/,projects/chirality-piping/validation/benchmarks/mechanics/src/lib.rs,The mechanics crate embeds the README and cites each note path from fixture provenance.
RC-02-0177,"Reviews queued operation batches: validate on temporary state, apply the whole batch atomically, block stale batches, show receipts and clear pending work.",projects/chirality-piping/apps/desktop/src/features/toolkit/BatchReviewPanel.tsx::BatchReviewPanel,projects/chirality-piping/apps/desktop/src/App.test.tsx;projects/chirality-piping/apps/desktop/e2e/toolkit-batch-dist.spec.ts,No component-level unit test.
RC-02-0178,Invented plugin manifest showing that a plugin cannot bypass platform boundaries.,projects/chirality-piping/fixtures/plugin_manifest/,projects/chirality-piping/tests/test_plugin_manifest_schema.py;projects/chirality-piping/tests/test_api_boundary_contract.py,One file.
RC-02-0179,"Defines export adapter SDK admission packages: target admission, denied runtime grants, validation checklist, provenance, privacy and diagnostics.",projects/chirality-piping/schemas/export_adapter_sdk.schema.json,projects/chirality-piping/tests/test_export_adapter_sdk.py,Only the package test references the schema file by name.
RC-02-0180,"Specifies the project persistence contract: required envelope, deterministic serialization, hash rules, migration status, private data handling, service contract and validation profile.",projects/chirality-piping/docs/architecture/persistence_contract.md,NONE_FOUND,No test reads it directly.
RC-02-0181,Canonicalizes JSON text under a strict checked profile that rejects duplicate keys and integers or magnitudes outside the I-JSON safe range.,projects/chirality-piping/core/serialization/canonical_json/src/lib.rs::canonical_json_checked_v1_text;projects/chirality-piping/core/model_operations/operation_applier/src/lib.rs::wasm_api,projects/chirality-piping/core/serialization/canonical_json/tests/checked_profile.rs;projects/chirality-piping/core/model_operations/operation_applier/tests/canonical_hash_parity.rs,
RC-02-0182,"Blocks a preview solve before mechanics when required collections, identifiers, provenance, units, hanger, component, thermal or combination inputs are missing or invalid.",projects/chirality-piping/core/product_physics/src/validation.rs::validate_model_inputs;projects/chirality-piping/core/product_physics/src/validation.rs::validate_ids;projects/chirality-piping/core/product_physics/src/validation.rs::validate_provenance;projects/chirality-piping/core/product_physics/src/validation.rs::validate_units;projects/chirality-piping/core/product_physics/src/validation.rs::validate_components;projects/chirality-piping/core/product_physics/src/validation.rs::validate_thermal_inputs,projects/chirality-piping/core/product_physics/src/lib.rs::tests::missing_material_blocks_with_diagnostic;projects/chirality-piping/core/product_physics/src/lib.rs::tests::missing_load_input_blocks_with_diagnostic;projects/chirality-piping/core/product_physics/src/lib.rs::tests::missing_all_primitive_loads_blocks_with_diagnostic;projects/chirality-piping/core/product_physics/src/lib.rs::tests::missing_pipe_orientation_blocks_with_diagnostic;projects/chirality-piping/core/product_physics/src/lib.rs::tests::duplicate_ids_block_with_diagnostic;projects/chirality-piping/core/product_physics/src/lib.rs::tests::empty_ids_block_with_diagnostic;projects/chirality-piping/core/product_physics/src/lib.rs::tests::missing_public_preview_provenance_blocks_with_diagnostic,"Validation rule family emitting coded blocking diagnostics. Component checks cover bend, branch, rigid and expansion-joint geometry, mapping and modifier fields."
RC-02-0183,"Plans desktop browser-test coverage for a change as lean, affected, full or not-applicable, runs barrier and sharded remainder stages, and aggregates stage results into one verdict.",projects/chirality-piping/tools/ci/e2e_plan.py::make_plan;projects/chirality-piping/tools/ci/e2e_plan.py::collect_candidate;projects/chirality-piping/tools/ci/e2e_plan.py::aggregate;projects/chirality-piping/tools/ci/e2e_duration_hints.json,projects/chirality-piping/tests/test_ci_e2e_plan.py,Duration hints JSON weights shard partitioning. Unknown or shared inputs deliberately fall back to full coverage; omissions are recorded explicitly in the plan.
RC-02-0184,"Defines redaction and export controls: classification basis, export contexts, protected classes, actions, diagnostics, and application and final-sink route binding.",projects/chirality-piping/docs/security/redaction_export_controls.md,projects/chirality-piping/tests/security/test_redaction_export_controls.py;projects/chirality-piping/apps/desktop/src/features/redaction-controls/redactionExportControls.test.ts,Desktop redaction controls and headless redaction binding relate to it.
RC-02-0185,"Records deterministic user acceptance or rejection decisions over operations with validation outcomes and diff-preview references, gating acceptance on an explicit user signal.",projects/chirality-piping/core/model_operations/audit_trail/engine.py::record_operation_audit_trail;projects/chirality-piping/core/model_operations/audit_trail/__init__.py,projects/chirality-piping/tests/test_operation_audit_trail.py;projects/chirality-piping/tests/test_agent_rationale_boundary.py,Python contract engine; does not apply operations. No product-runtime caller found outside tests.
RC-02-0186,"Validates hanger library imports against the standalone hanger schema: identities, repeated records, provenance and fully dimensioned quantities.",projects/chirality-piping/core/library_import/provenance_checker.py::_validate_hanger_import;projects/chirality-piping/core/library_import/provenance_checker.py::_hanger_shape,projects/chirality-piping/tests/test_hanger_library_schema.py,Python only; no hanger path found in the Rust port.
RC-02-0187,"Binds each mechanics result row to its semantic family, dimension and category from a result semantic contract, rejecting a row whose unit contradicts its kind.",projects/chirality-piping/apps/desktop/src/features/results/resultSemantics.ts,projects/chirality-piping/apps/desktop/src/features/results/resultSemantics.test.ts;projects/chirality-piping/apps/desktop/src/features/stress-neutral/StressNeutralExportPanel.test.tsx;projects/chirality-piping/apps/desktop/src/features/report/reportPackageRequest.test.ts,"Reads projects/chirality-piping/fixtures/results/semantic_contract_v0_2.json; also used by export, handoff and report code."
RC-02-0188,"Supplies shared unit, analysis-status, persistence-hash and source-of-truth boundary helpers and diagnostics used by the GUI record builders.",projects/chirality-piping/core/gui/pkg02_boundary.py,projects/chirality-piping/tests/test_operation_validation_preview.py;projects/chirality-piping/tests/test_results_viewer_contract.py;projects/chirality-piping/tests/test_design_authoring_comparison_workspace.py,Keeps its own copy of the canonical dimension list rather than reading the units schema.
RC-02-0189,Invented report-lint run fixture plus a safe template and a deliberately risky template used to exercise the protected-content linter.,projects/chirality-piping/fixtures/report_lint/,projects/chirality-piping/tests/test_report_protected_content_linter.py;projects/chirality-piping/tests/test_export_public_openpipestress.py,Three files. tools/release/export_public_openpipestress.py also references them.
