ClaimKey,DeliverableID,UnitKind,ClaimType,ClaimClass,ClaimSummary,NormativeSource,DecisionBasis,DeclaredState,RecordedRemaining,ImplementationEvidence,VerificationEvidence,VerificationClass,ValidationEvidence,SourceReliability,LifecycleState,Disposition,Confidence,CauseTag,AuthorityTier,BaselineClass,DivergenceLayers,FindingGroup,CanonicalSituation,AdoptedByReference,ContextRefs,RemainingWork,AuthorityNeeded,SelectableUnderCurrentLoop,Notes,SourceStateSHA
DEL-03-05:CONTEXT#context-envelope,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,Context envelope M: multiple related rigid components; no data tables,CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,projects/chirality-piping/docs/_Registers/Deliverables.csv,STATIC_CHECK,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,"The note states a constraint (no data tables), so judged as declared state; it holds, since no component data tables ship.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#context-budget-qa,DEL-03-05,BLOCK,NON_NORMATIVE,GOVERNANCE,"Context budget QA metadata (setup sizing, no product claim)",CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,CS-07,,NONE_FOUND,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#package-reference,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,"PKG-03 package reference matches SOFTWARE_DECOMP rev 0.12 on name, scope, assigned items and exclusions (CS-06 OK)",CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,CS-06,,NONE_FOUND,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#decomposition-reference,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,Decomposition reference pins accepted revision 0.7 as current_basis; the frozen decomposition is revision 0.12,CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_REVIEW_OR_EVIDENCE,HIGH,BASIS_POINTER_STALE,LOCAL_DESIGN,NONE,RECORD,,CS-01,,NONE_FOUND,,NO,NOT_APPLICABLE,Inherited from CS-01 without departure.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#register-references,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,"Register references point to this deliverable's rows in Deliverables.csv, ScopeLedger.csv and ContextBudgetQA.csv",CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,projects/chirality-piping/docs/_Registers/Deliverables.csv;projects/chirality-piping/docs/_Registers/ScopeLedger.csv;projects/chirality-piping/docs/_Registers/ContextBudgetQA.csv,STATIC_CHECK,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,NONE_FOUND,,NO,NOT_APPLICABLE,Each named register row exists at the freeze.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#architecture-basis-injection,DEL-03-05,BLOCK,DECLARED_STATE,GOVERNANCE,Architecture basis injection pins decomposition revision 0.7; the frozen decomposition is revision 0.12,CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_REVIEW_OR_EVIDENCE,HIGH,BASIS_POINTER_STALE,LOCAL_DESIGN,NONE,RECORD,,CS-04,,NONE_FOUND,,NO,NOT_APPLICABLE,"Inherited from CS-04 for the pin only. Parts of the block that diverge for other reasons are judged as .s01 (PKG-00 SEMANTIC_READY statement) and .s02 (Still TBD list). Resolved Baseline, Applicable Basis IDs and Dispatch Rule still hold.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#architecture-basis-injection.s01,DEL-03-05,SUBCLAIM,DECLARED_STATE,GOVERNANCE,Statement that PKG-00 at SEMANTIC_READY supplies the dispatchable architecture basis,CONTEXT surface of DEL-03-05,D-40; D-43,IN_PROGRESS,NONE,NOT_APPLICABLE,projects/chirality-piping/execution/_Coordination/_DECISIONS/_REGISTER.md,STATIC_CHECK,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_SETUP_SPECIFICATION,HIGH,SCOPE_REDIRECTED_BY_RULING,LOCAL_DESIGN,NONE,RECORD,FG-DEL-03-05-02,,,projects/chirality-piping/execution/_Coordination/_DECISIONS/_REGISTER.md;projects/chirality-piping/execution/PKG-00_Software Architecture Runway/CONSOLIDATION_MANIFEST.md,Restate the architecture-basis source as the consolidated PKG-00 ArchitectureBasis.md set (D-43) with PKG-00 IN_PROGRESS (D-40).,NO,NOT_APPLICABLE,"CS-04 directs a .sNN row for the PKG-00 SEMANTIC_READY statement. D-40 rebaselined PKG-00 to IN_PROGRESS and D-43 consolidated its kits into ArchitectureBasis.md, so the statement is overtaken. Text first present at the initial migration 7bee9ae41 (git log -S), so STALE_SETUP_SPECIFICATION (F3). A catch-up needs no decision.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#architecture-basis-injection.s02,DEL-03-05,SUBCLAIM,DECLARED_STATE,GOVERNANCE,"Still-TBD list: dependency versions, solver library, rule grammar, API transport, import/export format list, CI provider and container remain open",CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,projects/chirality-piping/package-lock.json;schemas/pcf_export.schema.json;schemas/native_json_export.schema.json,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_SETUP_SPECIFICATION,MEDIUM,DOC_BEHIND_CODE,LOCAL_DESIGN,NONE,RECORD,FG-DEL-03-05-02,,,NONE_FOUND,"Refresh the Still-TBD list against the frozen tree (pinned lockfiles, hosted CI, the export schema set) and keep only items that remain open.",NO,NOT_APPLICABLE,"Several listed items are settled in the frozen tree: exact dependency versions are pinned by lockfiles, hosted CI runs on the repository's workflow definitions (gate evidence PR834_CI), and an import/export schema set exists. Others (solver numerical library, rule grammar) are outside this deliverable. Text first present at 7bee9ae41, so STALE_SETUP_SPECIFICATION (F3); matches the W1 treatment of the same fact (RESOLUTIONS observation on 'Exact dependency versions: TBD').",00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:CONTEXT#preparation-notes,DEL-03-05,BLOCK,HISTORY,GOVERNANCE,PREPARATION notes: structural scaffold only; no implementation drafted by PREPARATION,CONTEXT surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,CS-02,,NONE_FOUND,,NO,NOT_APPLICABLE,Accurate history of the PREPARATION pass (CS-02).,00115c71931bcae79909602d653740d3bb72dfa1
DEL-03-05:MEMORY,DEL-03-05,SURFACE,HISTORY,GOVERNANCE,"Dated memory of DEV-001, reconciliation, Gate C, lifecycle, D3 rigid app absorption and D-41 PDU-013/023 work",MEMORY surface of DEL-03-05,NONE,IN_PROGRESS,NONE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,,"projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/MEMORY.md;projects/chirality-piping/execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_run_records/WORKING_ITEMS_RUN_2026-06-21_TP-R4-D3-RIGIDVIS-001.md",,NO,NOT_APPLICABLE,Single history unit (C1). Entries agree with the run records; dated open-item lists read as history.,00115c71931bcae79909602d653740d3bb72dfa1
#END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,
