TraceRowID,Product,SourceLayer,SourceID,SourceAssertion,DownstreamRefs,Disposition,Notes
A-T-136,PEC,DECOMPOSITION_OBJECTIVE,OBJ-002,"Staleness is detected structurally by SHA comparison, never by judgment","projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md#§3 OBJ-002; scope SOW-001, SOW-006, SOW-011..019; supported by SOW-005; deliverables DEL-01-01, DEL-02-01..07, DEL-03-02, DEL-03-03, DEL-04-02, DEL-04-03",TRACED,Accepted revision 1.2 objective mapping.
A-T-137,PEC,DECOMPOSITION_OBJECTIVE,OBJ-003,"Concurrent sessions have a declared, durable surface for presence and status; write-scope collisions are surfaced before they land in Git","projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md#§3 OBJ-003; scope SOW-002, SOW-026..032, SOW-039, SOW-049; instruments: SOW-061, SOW-062, SOW-084; deliverables DEL-01-02, DEL-06-01..06, DEL-07-01, DEL-09-05, DEL-10-06, DEL-10-07, DEL-10-09",TRACED,Accepted revision 1.2 objective mapping.
A-T-138,PEC,DECOMPOSITION_OBJECTIVE,OBJ-004,"The human owner has one live view: loops, gates, lifecycle census, decisions waiting on them, and who is working where","projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md#§3 OBJ-004; scope SOW-024, SOW-045..051, SOW-094; instrument: SOW-085; deliverables DEL-01-06, DEL-05-02, DEL-09-01..07, DEL-10-05",TRACED,Accepted revision 1.2 objective mapping.
A-T-139,PEC,DECOMPOSITION_OBJECTIVE,OBJ-005,Everything PEC holds can be deleted at any moment without blocking any governed act,"projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md#§3 OBJ-005; scope SOW-010, SOW-021, SOW-025, SOW-052..056, SOW-088; bound by C1/C2 across all items; deliverables DEL-00-01, DEL-01-03, DEL-01-05, DEL-03-01, DEL-03-06, DEL-10-02, DEL-10-03",TRACED,Accepted revision 1.2 objective mapping.
A-T-140,PEC,DECOMPOSITION_OBJECTIVE,OBJ-006,"The product thesis remains measurable and falsifiable: adoption, parity, defect, and collision metrics are gathered in system behavior and the §11 falsification clause stays armed","projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md#§3 OBJ-006; scope SOW-020, SOW-057..060, SOW-064, SOW-084, SOW-085, SOW-093; deliverables DEL-01-04, DEL-03-04, DEL-10-01, DEL-10-04, DEL-10-05, DEL-10-09, DEL-10-10, DEL-10-11, DEL-10-12",TRACED,Accepted revision 1.2 objective mapping.
A-T-141,PEC,DELIVERABLE_SOW,DEL-00-01,v2 first ADRs (core isolation + carried postures),projects/pec/execution/PKG-00_Architecture_Runway_Contracts/1_Working/DEL-00-01_v2_first_ADRs_core_isolation_carried_postures/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-00-01,TRACED,INITIALIZED; PhaseHint pre-P1; objectives OBJ-005.
A-T-142,PEC,DELIVERABLE_SOW,DEL-00-02,Event-contract schema v1,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-00-02; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-143,PEC,DELIVERABLE_SOW,DEL-00-03,v2 SPEC seed,projects/pec/execution/PKG-00_Architecture_Runway_Contracts/1_Working/DEL-00-03_v2_SPEC_seed/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-00-03,TRACED,INITIALIZED; PhaseHint pre-P1; objectives OBJ-001.
A-T-144,PEC,DELIVERABLE_SOW,DEL-01-01,Record-tier schema & entity model,projects/pec/execution/PKG-01_Service_Core_Store/1_Working/DEL-01-01_Record_tier_schema_entity_model/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-01-01,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-145,PEC,DELIVERABLE_SOW,DEL-01-02,Presence-tier schema & entity model,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-01-02; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-146,PEC,DELIVERABLE_SOW,DEL-01-03,Store bootstrap & content-minimal guard,projects/pec/execution/PKG-01_Service_Core_Store/1_Working/DEL-01-03_Store_bootstrap_content_minimal_guard/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-01-03,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-005.
A-T-147,PEC,DELIVERABLE_SOW,DEL-01-04,Self-observability logging,projects/pec/execution/PKG-01_Service_Core_Store/1_Working/DEL-01-04_Self_observability_logging/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-01-04,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-006.
A-T-148,PEC,DELIVERABLE_SOW,DEL-01-05,Zero-dependency & locality enforcement,projects/pec/execution/PKG-01_Service_Core_Store/1_Working/DEL-01-05_Zero_dependency_locality_enforcement/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-01-05,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-005.
A-T-149,PEC,DELIVERABLE_SOW,DEL-01-06,Loop registry (local config default),projects/pec/execution/PKG-01_Service_Core_Store/1_Working/DEL-01-06_Loop_registry_local_config_default/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-01-06,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-004.
A-T-150,PEC,DELIVERABLE_SOW,DEL-02-01,`_STATUS.md` parser,projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-01_STATUS_md_parser/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-02-01,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-151,PEC,DELIVERABLE_SOW,DEL-02-02,Decision register/packet parser,projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-02_Decision_register_packet_parser/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-02-02,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-152,PEC,DELIVERABLE_SOW,DEL-02-03,Receipts ledger parser (per-loop grammars),projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-03_Receipts_ledger_parser_per_loop_grammars/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-02-03,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-153,PEC,DELIVERABLE_SOW,DEL-02-04,Run-evidence JSON parser,projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-04_Run_evidence_JSON_parser/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-02-04,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-154,PEC,DELIVERABLE_SOW,DEL-02-05,Dependency register parser,projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-05_Dependency_register_parser/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-02-05,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-155,PEC,DELIVERABLE_SOW,DEL-02-06,Workplan/LOOP_INIT parser,projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-06_Workplan_LOOP_INIT_parser/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-02-06,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-156,PEC,DELIVERABLE_SOW,DEL-02-07,`adapter.yaml` feed-manifest consumer,projects/pec/execution/PKG-02_File_Truth_Parsers/1_Working/DEL-02-07_adapter_yaml_feed_manifest_consumer/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-02-07,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-157,PEC,DELIVERABLE_SOW,DEL-03-01,Full-rebuild reconciler (one command),projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-01_Full_rebuild_reconciler_one_command/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-03-01,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-005.
A-T-158,PEC,DELIVERABLE_SOW,DEL-03-02,Incremental reconcile on Git delta,projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-02_Incremental_reconcile_on_Git_delta/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-03-02,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-002.
A-T-159,PEC,DELIVERABLE_SOW,DEL-03-03,Drift classification,projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-03_Drift_classification/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-03-03,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-002.
A-T-160,PEC,DELIVERABLE_SOW,DEL-03-04,Practitioner-harness parity diff,projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-04_Practitioner_harness_parity_diff/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-03-04,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-006.
A-T-161,PEC,DELIVERABLE_SOW,DEL-03-05,Stream-loss recovery guarantee,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-03-05; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-162,PEC,DELIVERABLE_SOW,DEL-03-06,Rebuild performance bounds,projects/pec/execution/PKG-03_Reconciliation_Parity/1_Working/DEL-03-06_Rebuild_performance_bounds/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-03-06,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-005.
A-T-163,PEC,DELIVERABLE_SOW,DEL-04-01,Loop orientation return,projects/pec/execution/PKG-04_Orientation_Services/1_Working/DEL-04-01_Loop_orientation_return/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-04-01,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001.
A-T-164,PEC,DELIVERABLE_SOW,DEL-04-02,Delta service since SHA,projects/pec/execution/PKG-04_Orientation_Services/1_Working/DEL-04-02_Delta_service_since_SHA/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-04-02,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-165,PEC,DELIVERABLE_SOW,DEL-04-03,Citation & freshness stamping,projects/pec/execution/PKG-04_Orientation_Services/1_Working/DEL-04-03_Citation_freshness_stamping/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-04-03,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001;OBJ-002.
A-T-166,PEC,DELIVERABLE_SOW,DEL-04-04,Scope parameterization,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-04-04; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-167,PEC,DELIVERABLE_SOW,DEL-04-05,Measurement-limitation honesty,projects/pec/execution/PKG-04_Orientation_Services/1_Working/DEL-04-05_Measurement_limitation_honesty/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-04-05,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001.
A-T-168,PEC,DELIVERABLE_SOW,DEL-05-01,Gate precondition evaluators (Explain-shaped),projects/pec/execution/_Decomposition/Deliverables.csv#DEL-05-01; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-169,PEC,DELIVERABLE_SOW,DEL-05-02,Cross-loop decision slate,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-05-02; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-170,PEC,DELIVERABLE_SOW,DEL-06-01,Session presence records,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-06-01; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-171,PEC,DELIVERABLE_SOW,DEL-06-02,Git/worktree scanner,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-06-02; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-172,PEC,DELIVERABLE_SOW,DEL-06-03,Session×worktree×scope correlation,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-06-03; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-173,PEC,DELIVERABLE_SOW,DEL-06-04,Live hierarchy edges,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-06-04; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P4; not a gap by itself.
A-T-174,PEC,DELIVERABLE_SOW,DEL-06-05,TTL/heartbeat discipline & citation exclusion,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-06-05; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-175,PEC,DELIVERABLE_SOW,DEL-06-06,Advisory overlap detection,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-06-06; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-176,PEC,DELIVERABLE_SOW,DEL-07-01,Idempotent event ingest + durable message store,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-07-01; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-177,PEC,DELIVERABLE_SOW,DEL-07-02,Daemon SSE subscriber bridge,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-07-02; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P4; not a gap by itself.
A-T-178,PEC,DELIVERABLE_SOW,DEL-07-03,Hooks CLI bridge,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-07-03; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-179,PEC,DELIVERABLE_SOW,DEL-07-04,cmux socket adapter (optional),projects/pec/execution/_Decomposition/Deliverables.csv#DEL-07-04; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P4; not a gap by itself.
A-T-180,PEC,DELIVERABLE_SOW,DEL-07-05,Shared-runtime client seam (v2),projects/pec/execution/_Decomposition/Deliverables.csv#DEL-07-05; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-181,PEC,DELIVERABLE_SOW,DEL-08-01,Unix-socket server + token-scoped access,projects/pec/execution/PKG-08_API_Access/1_Working/DEL-08-01_Unix_socket_server_token_scoped_access/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-08-01,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001.
A-T-182,PEC,DELIVERABLE_SOW,DEL-08-02,Versioned additive API schema,projects/pec/execution/PKG-08_API_Access/1_Working/DEL-08-02_Versioned_additive_API_schema/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-08-02,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001.
A-T-183,PEC,DELIVERABLE_SOW,DEL-08-03,Compact citation-bearing response format,projects/pec/execution/PKG-08_API_Access/1_Working/DEL-08-03_Compact_citation_bearing_response_format/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-08-03,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001.
A-T-184,PEC,DELIVERABLE_SOW,DEL-08-04,Orientation latency budget (p95 ≤ 100 ms),projects/pec/execution/PKG-08_API_Access/1_Working/DEL-08-04_Orientation_latency_budget_p95_100_ms/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-08-04,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-001.
A-T-185,PEC,DELIVERABLE_SOW,DEL-08-05,SSE delta/presence subscription,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-08-05; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P4; not a gap by itself.
A-T-186,PEC,DELIVERABLE_SOW,DEL-09-01,Overview dashboard,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-09-01; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-187,PEC,DELIVERABLE_SOW,DEL-09-02,Lifecycle census dashboard,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-09-02; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-188,PEC,DELIVERABLE_SOW,DEL-09-03,Register views,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-09-03; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-189,PEC,DELIVERABLE_SOW,DEL-09-04,"Decision-slate view (""waiting on you"")",projects/pec/execution/_Decomposition/Deliverables.csv#DEL-09-04; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-190,PEC,DELIVERABLE_SOW,DEL-09-05,Presence board,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-09-05; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-191,PEC,DELIVERABLE_SOW,DEL-09-06,Universal drill-down to cited source,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-09-06; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-192,PEC,DELIVERABLE_SOW,DEL-09-07,Explain-shaped pressure rules,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-09-07; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-193,PEC,DELIVERABLE_SOW,DEL-10-01,Step-0 cost baseline (pre-P1),projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-01_Step_0_cost_baseline_pre_P1/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-01,TRACED,INITIALIZED; PhaseHint pre-P1; objectives OBJ-001;OBJ-006.
A-T-194,PEC,DELIVERABLE_SOW,DEL-10-02,Kill test (standing release gate),projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-02_Kill_test_standing_release_gate/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-02,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-005.
A-T-195,PEC,DELIVERABLE_SOW,DEL-10-03,No-ruling-write verification,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-03_No_ruling_write_verification/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-03,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-005.
A-T-196,PEC,DELIVERABLE_SOW,DEL-10-04,Orientation defect-rate spot-check,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-04; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-197,PEC,DELIVERABLE_SOW,DEL-10-05,Owner-consultation logging,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-05; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P2; not a gap by itself.
A-T-198,PEC,DELIVERABLE_SOW,DEL-10-06,Seeded-conflict overlap test,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-06; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-199,PEC,DELIVERABLE_SOW,DEL-10-07,Presence TTL honesty tests,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-07; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P4; not a gap by itself.
A-T-200,PEC,DELIVERABLE_SOW,DEL-10-08,Stream-loss recovery demonstration,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-08; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P4; not a gap by itself.
A-T-201,PEC,DELIVERABLE_SOW,DEL-10-09,Collision-incident measurement,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-09; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-202,PEC,DELIVERABLE_SOW,DEL-10-10,Directed bootstrap self-ingest validation,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-10,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-006.
A-T-203,PEC,DELIVERABLE_SOW,DEL-10-11,Parity metric (DriftFindings per reconcile),projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-11_Parity_metric_DriftFindings_per_reconcile/ScopeOfWork.md#frontmatter; projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-11,TRACED,INITIALIZED; PhaseHint P1; objectives OBJ-006.
A-T-204,PEC,DELIVERABLE_SOW,DEL-10-12,Poll-adoption measurement,projects/pec/execution/_Decomposition/Deliverables.csv#DEL-10-12; corresponding _STATUS.md#Current State,DEFERRED,OPEN with no SOW by deliberate P2-P4 sequencing; PhaseHint P3; not a gap by itself.
A-T-205,PEC,ACCEPTED_AMENDMENT,D-PEC-61/SCA-001,Adds directed FULL_GRAPH self-bootstrap while preserving topology and graceful absence.,projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md#DL-16; projects/pec/docs/PRD.md#v2.1,TRACED,"No package, deliverable, objective, scope item, or dependency edge changed."
A-T-206,PEC,ACCEPTED_AMENDMENT,D-PEC-64/SCA-002,Completes objective mapping for the 32-member initialization wave and accepts decomposition revision 1.2.,projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md#DL-17; projects/pec/execution/_Decomposition/_LATEST.md#Handoff state,TRACED,All 32 initialized wave members have non-empty objective mappings.
A-T-207,PEC,ACCEPTED_AMENDMENT,D-PEC-66,Repairs dependency evidence and SOW matrix linkage; calibrates 254 rows / 119 edges / 0 SCC / 32 initialized + 32 open.,projects/pec/execution/_Coordination/FOLLOWON_D-PEC-66/CLOSURE_2026-07-26.md#Terminal gates,PARTIAL,Three recorded REVIEW residuals remain: DEL-08-02 provenance wording; DEL-08-01 AC-005 reachability; DEL-00-03 CLM-001 matrix omission.
A-T-208,PEC,MIGRATION_STATE,PEC-PROFILE-V2,The adopted domain-engine profile binds only the frozen v0.4 instance; full v2 supersession is deferred pending implementation shape.,_DomainEngines/profiles/pec.yaml#open_issues; projects/pec/AGENTS.md#Governance Pointers,DEFERRED,Legacy profile is explicitly bounded and does not govern v2 decomposition truth.
