ClaimRowID,DeliverableID,ContractPath,Section,LocalID,ClaimClass,ClaimText,AcceptedSourceRefs,Disposition,RepairNeeded,RepairInstruction,SourceState,Notes
DEL-10-10-049,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-009,AC,- AC-009 — All six named facets are present within one cohesive record; no facet is delivered as a separate artifact.,ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 358.
DEL-10-10-050,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-010,AC,"- AC-010 — The record states the generality obligation, states that the structurally different loop is named by no accepted source, and states whether validation against such a loop has occurred; and no part of the record presents self-ingestion evidence as generality evidence.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 359.
DEL-10-10-051,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-011,AC,"- AC-011 — Inspection finds no grammar definition, register or work-graph parsing, rebuild, reconcile, drift-classification, parity-diff, kill-test, no-ruling-write, rebuild-bound, edge-materialization, blocker-computation, or scaffolding act performed by this deliverable, and no write by it to any register, decomposition, ledger, decision, or lifecycle file.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 360.
DEL-10-10-052,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-012,AC,"- AC-012 — No element of the record asserts or requires that an upstream parser, reconciler, store, or rebuilt record tier exists; the record carries the upstream ""in full"" conditioning and the unsettled generated-view instance set as the upstream contracts state them; and any upstream-reported feed limitation appears in the DAG-ingestion evidence.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 361.
DEL-10-10-053,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-013,AC,"- AC-013 — For a release candidate on which the required progression evidence is absent, and for one on which the standing assertion fails, the mechanism returns an explicit blocking verdict rather than a pass, a skip, or an absent result.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 362.
DEL-10-10-054,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-014,AC,"- AC-014 — Each of VER-001 through VER-013 has a corresponding executed check recorded against the record, and no check asserts a criterion absent from this contract.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 363.
DEL-10-10-055,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-015,AC,"- AC-015 — An accountable owner confirms, or declines to confirm, that the validation delivered under this contract carries release-gating authority — that its blocking verdict blocks a release candidate — given that `C-08`'s standing-node classification carries ""owner confirmation requested"" in its own `Notes` and was accepted at `D-PEC-62` §1(4) as a recorded-but-unresolved, non-gating annotation (CLM-008, CON-001). A decline leaves the mechanism's verdicts advisory and invalidates no other criterion in this contract; the standing framing of the contract stands either way, because it is how the contract is written rather than a claim about the validation's force.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 364.
DEL-10-10-056,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,AC-016,AC,"- AC-016 — The REVIEW gate confirms this contract's traceability to `SOW-064` and `OBJ-006` as a register-direct mapping carried from `SCA-001` and untouched by `SCA-002`; confirms that no `PKG-02`, `PKG-03`, sibling `PKG-10`, or `PROJECT_SETUP` scope has been absorbed; and confirms that the record holds no authority over cutover order, scope, or amendment.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 365.
DEL-10-10-057,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,CON-001,CON,"- CON-001 — Whether this deliverable's validation carries *release-gating authority* is unconfirmed. The `C-08` `STANDING_NODES` row that classifies it records ""owner confirmation requested"" in its own `Notes`, and `D-PEC-62` §1(4) accepted the standing-node set as a recorded-but-unresolved, non-gating annotation rather than ruling it (CLM-008). The validation this contract requires is designed to block and its verdicts are unambiguous; what is open is whether a blocking verdict binds a release candidate or is advisory. AC-015 routes that question to an accountable owner. This contract neither asserts the authority nor waives it, and no production choice may settle it.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 367.
DEL-10-10-058,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,CON-002,CON,"- CON-002 — The standing obligation and its artifact are the same object, and no accepted source states what runs it. `C-08`'s `Notes` says ""DEL-10-10 is the bootstrap progression record itself"" (CLM-008); the register types the deliverable `TEST_SUITE` while naming a record as its artifact (CLM-007). A record is a thing that is written; a standing validation is a thing that is re-run. No accepted source states the mechanism that re-runs this one (TBD-002) or where the record lives (TBD-003). This contract records the tension rather than resolving it: REQ-007 binds the standing character, REQ-008 obliges the record to declare its own maintenance and re-run, and REQ-013 binds the verdict's design — so that whatever mechanism production settles on is declared and checkable. Choosing that mechanism is a production decision bounded by those requirements; treating a single written record as discharging the standing obligation would not be.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 368.
DEL-10-10-059,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,CON-003,CON,"- CON-003 — This deliverable observes a progression it is itself part of. `DEL-10-10` is a node of the same accepted DAG whose ingestion it records, and the friction it observes includes friction arising in its own production. No accepted source states how that reflexivity is handled — whether the record's own production is in the progression it records, and if so how an observation about itself is evidenced without becoming self-justifying. `PRD.md` §12 and `SOW-064` bound the consequence rather than the mechanism: an observation grants no authority whatever its subject (REQ-006, AX-002). This contract records the reflexivity and binds its consequence; it does not resolve how the record positions itself in its own account.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 369.
DEL-10-10-060,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,CON-004,CON,"- CON-004 — The evidence this record can honestly show about DAG ingestion is conditioned by an upstream question the upstream contract itself leaves open. `DEL-03-01`/CON-005 records that no accepted source states whether a rebuild completing with stated coverage limitations counts as a rebuild ""in full"" (CLM-012). The progression record's DAG-ingestion facet is evidence about exactly such a rebuild. This contract takes neither reading: REQ-012 obliges the record to carry the limitations and the conditioning as the upstream contract states them, so the question stays visible in the evidence rather than being answered by a phrasing choice in this record. Resolving it is a scope-change question for `SOW-010`, not a production decision here.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 370.
DEL-10-10-061,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Completion and Reliance Basis — Epistemology,CON-005,CON,"- CON-005 — The self-ingestion corpus is not uniform across the feeds the upstream parser is obliged to read. `DEL-02-05`'s contract records, as its own observation, that the `projects/pec` tree contains 64 `Dependencies.csv` registers and zero `WORK_GRAPH.json` files (CLM-013). This contract neither adopts that census as its own measurement nor treats it as a specification; it records that DAG-ingestion evidence for this loop will meet a corpus whose coverage the upstream contract already obliges it to report as a limitation, and REQ-012 requires that report to appear in the record rather than be absorbed into a clean-looking result. Nothing here widens, narrows, or settles the upstream read scope.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 371.
DEL-10-10-062,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-001,VER,"- VER-001 — Resolve the record's stated DAG basis, loop, and ingestion point to their live sources and assert each is locatable; compare the stated basis against the accepted decomposition basis and the accepted gate exhibit and assert the record names what it ingested rather than describing it generically.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 390.
DEL-10-10-063,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-002,VER,"- VER-002 — Cutover exercise: for every cutover entry, assert the named capability, the named predecessor, and the acceptance evidence are present and resolvable; construct the consumption graph the entries describe and assert no entry consumes a capability its own node was creating; and inspect the record for imperative, assigning, sequencing, authorizing, or withholding language about cutovers, asserting none.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 391.
DEL-10-10-064,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-003,VER,"- VER-003 — For every friction observation, assert an attributed occasion and supporting evidence are present and resolvable; sample the progression's occasions and assert no observation is carried without both.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 392.
DEL-10-10-065,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-004,VER,"- VER-004 — Disposition inspection: assert the record carries proposed, rejected, and unnecessary function entries with their bases; compare the record against its own prior state across two maintenance points and assert no disposition was removed for having produced no work.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 393.
DEL-10-10-066,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-005,VER,"- VER-005 — Fallback exercise: for the occasions the record covers, assert the record evidences governed work proceeding without a PEC read or write at those occasions; assert the record carries no single general assertion of fallback operability in place of occasion-level evidence.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 394.
DEL-10-10-067,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-006,VER,"- VER-006 — Route inspection: for every observation that led anywhere, assert a route and a route state are recorded and resolvable; then read the record end to end for any statement presenting an observation as granting authority, expanding scope, or changing accepted state, asserting none.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 395.
DEL-10-10-068,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-007,VER,"- VER-007 — Standing exercise: assert the record exposes no terminal or ""complete"" state; append a new entry at a later progression state and assert prior entries remain scoped to what they observed; and inspect the record and its declared statement for any expression that would let one entry or one passing result stand as completion of the deliverable.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 396.
DEL-10-10-069,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-008,VER,"- VER-008 — Maintenance-statement exercise: read the declared maintenance-and-rerun statement, assert it names the record's location, what appends to it, and the re-run occasions, and compare each against the record's actual location and observed maintenance, asserting agreement.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 397.
DEL-10-10-070,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-009,VER,- VER-009 — Cohesion inspection: assert all six named facets are present within one record and that no facet exists as a separate deliverable artifact.,ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 398.
DEL-10-10-071,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-010,VER,"- VER-010 — Generality inspection: assert the record states the generality obligation, states that no accepted source names the structurally different loop, and states whether that validation has occurred; then read the self-ingestion facets for any claim of generality, asserting none.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 399.
DEL-10-10-072,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-011,VER,"- VER-011 — Boundary inspection: inspect this deliverable's outputs and working surface for grammar definitions, register or work-graph parsing, rebuild, reconcile, drift-classification, parity-diff, kill-test, no-ruling-write, rebuild-bound, edge-materialization, blocker-computation, and scaffolding acts, asserting each absent; and assert no write by this deliverable to any register, decomposition, ledger, decision, or lifecycle file.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 400.
DEL-10-10-073,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-012,VER,"- VER-012 — Upstream-conditioning inspection: read the record for any assertion that an upstream parser, reconciler, store, or rebuilt record tier exists, asserting none; compare the record's characterization of the rebuild against `DEL-03-01`'s CON-005 and CON-001 as quoted in CLM-012 and assert the conditioning is carried, not smoothed; and assert every upstream-reported feed limitation available at the occasion appears in the DAG-ingestion evidence.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 401.
DEL-10-10-074,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-013,VER,"- VER-013 — Blocking-verdict exercise: present a release candidate on which the required progression evidence is absent and one on which the standing assertion fails, and assert in each case an explicit blocking verdict rather than a pass, a skip, or an absent result. Scope boundary: no output of this method may be presented as establishing that the verdict binds a release, which is CON-001 and is routed at AC-015.",ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 402.
DEL-10-10-075,DEL-10-10,projects/pec/execution/PKG-10_Validation_Measurement/1_Working/DEL-10-10_Directed_bootstrap_self_ingest_validation/ScopeOfWork.md,Production and Verification Method — Praxeology,VER-014,VER,- VER-014 — Run the check set declared for this deliverable and confirm that each of VER-001 through VER-013 has a corresponding executing check and that no check asserts a criterion absent from this contract.,ScopeOfWork.md embedded citations; projects/pec/docs/PRD.md v2.2; projects/pec/execution/_Decomposition/SOFTWARE_DECOMP.md rev1.3; D-PEC-69 frozen basis,ALIGNED,NO,NONE,source_commit=404e47c16a88e7ffdc6d1fc5fac61ebb6864211e; contract_sha256=5e63c9ff6e2846e93c8e1941d79f7f64a9888c83f16074d7ff404c8806da2be5; status_sha256=24030ebc3d4badfce74149e729a67b6a525522ccd08f048dd4d31811d57905a3,No v2.2/SCA-003 incompatibility found at ScopeOfWork.md line 403.
