AtomicUnitID,LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
HBA-DG005-00001,1,The PRD is derived from repository-local sources only.,@repo/docs/PRD_CANDIDATE.md:L0013|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0002,a6e649a13b92,IN,SEC-DG005-0002,UNIT-DG005-0001,,
HBA-DG005-00169,169,"FR-030 P0 requires Electron renderer outbound traffic to be blocked except loopback and Anthropic API, logging policy metadata for canceled requests.",@repo/docs/PRD_CANDIDATE.md:L0337|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0032,7f10c2d60d76,IN,SEC-DG005-0032,UNIT-DG005-0001,,
HBA-DG005-00170,170,"FR-031 P1 requires provider errors to be classified as auth, rate limit, timeout, API, network, invalid base URL, or policy violation with key redaction.",@repo/docs/PRD_CANDIDATE.md:L0338|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0032,75b404e7bf0f,IN,SEC-DG005-0032,UNIT-DG005-0001,,
HBA-DG005-00171,171,"FR-032 P0 requires UI file attachments from the selected working root with navigation, multi-select, preview chips, remove, and clear.",@repo/docs/PRD_CANDIDATE.md:L0344|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0033,b88f0cc5acb8,IN,SEC-DG005-0033,UNIT-DG005-0001,,
HBA-DG005-00172,172,"FR-033 P0 requires the server to revalidate client attachment metadata for path, extension, file type, readability, symlink status, and size.",@repo/docs/PRD_CANDIDATE.md:L0345|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0033,a0fd1d97da42,IN,SEC-DG005-0033,UNIT-DG005-0001,,
HBA-DG005-00173,173,"FR-034 P0 requires attachment resolver enforcement of supported extensions, regular files, per-file 10 MB, and total 18 MB raw-byte rules.",@repo/docs/PRD_CANDIDATE.md:L0346|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0033,1610775dc0e4,IN,SEC-DG005-0033,UNIT-DG005-0001,,
HBA-DG005-00174,174,"FR-035 P0 requires the Anthropic provider to map images, PDFs, and text-like files to supported content blocks.",@repo/docs/PRD_CANDIDATE.md:L0347|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0033,3686f1644e2b,IN,SEC-DG005-0033,UNIT-DG005-0001,,
HBA-DG005-00175,175,"FR-036 P1 requires resilient attachment failure handling, including warnings for partial failures, rejection for total failure without text, and UI preservation.",@repo/docs/PRD_CANDIDATE.md:L0348|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0033,05eac6631d3d,IN,SEC-DG005-0033,UNIT-DG005-0001,,
HBA-DG005-00176,176,"FR-037 P1 requires the Toolkit panel to expose per-turn model, tools, max turns, mode, persona, and governance metadata options supported by runtime.",@repo/docs/PRD_CANDIDATE.md:L0354|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0034,e5ea6fed0ced,IN,SEC-DG005-0034,UNIT-DG005-0001,,
HBA-DG005-00177,177,FR-038 P1 requires Toolkit settings to persist locally while remaining non-authoritative and unable to override governance enforcement or project truth.,@repo/docs/PRD_CANDIDATE.md:L0355|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0034,0bfd3b4115de,IN,SEC-DG005-0034,UNIT-DG005-0001,,
HBA-DG005-00178,178,"FR-039 P1 requires chat drafts and attachment selections to persist locally per root, persona, and mode, with malformed records dropped and storage failures warned.",@repo/docs/PRD_CANDIDATE.md:L0356|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0034,f4e8aaa5461b,IN,SEC-DG005-0034,UNIT-DG005-0001,,
HBA-DG005-00179,179,"FR-040 P0 requires execution roots to follow docs/SPEC layout with INIT.md, package folders, and tool roots.",@repo/docs/PRD_CANDIDATE.md:L0362|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0035,3eb3e3af4e88,IN,SEC-DG005-0035,UNIT-DG005-0001,,
HBA-DG005-00180,180,FR-041 P0 requires flat package folders named PKG-XX_Label or PKG-XXX_Label with required subfolders and no nested packages.,@repo/docs/PRD_CANDIDATE.md:L0363|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0035,7929d6770802,IN,SEC-DG005-0035,UNIT-DG005-0001,,
HBA-DG005-00181,181,"FR-042 P0 requires deliverable folders named DEL-XX-YY_Label or DEL-XXX-YY_Label, with scanning based on _STATUS.md and valid DEL prefix.",@repo/docs/PRD_CANDIDATE.md:L0364|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0035,ae77b4972ac2,IN,SEC-DG005-0035,UNIT-DG005-0001,,
HBA-DG005-00182,182,"FR-043 P0 requires canonical deliverable metadata files including _STATUS.md, _CONTEXT.md, _DEPENDENCIES.md, _REFERENCES.md, _SEMANTIC.md, and MEMORY.md expectations.",@repo/docs/PRD_CANDIDATE.md:L0365|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0035,bb4dde059827,IN,SEC-DG005-0035,UNIT-DG005-0001,,
HBA-DG005-00183,183,"FR-044 P1 requires document kit files to be first-class knowledge buckets, detecting Datasheet, Specification, Guidance, and Procedure.",@repo/docs/PRD_CANDIDATE.md:L0366|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0035,6d685d831b86,IN,SEC-DG005-0035,UNIT-DG005-0001,,
HBA-DG005-00184,184,"FR-045 P0 requires _STATUS.md to be the canonical lifecycle state file, with parser support for Current State, Last Updated, and history.",@repo/docs/PRD_CANDIDATE.md:L0372|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0036,53340ddfa332,IN,SEC-DG005-0036,UNIT-DG005-0001,,
HBA-DG005-00185,185,"FR-046 P0 requires lifecycle transitions to be forward-only and actor-authorized, failing unauthorized actors and backward transitions.",@repo/docs/PRD_CANDIDATE.md:L0373|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0036,619e786e97cd,IN,SEC-DG005-0036,UNIT-DG005-0001,,
HBA-DG005-00186,186,FR-047 P0 requires human gate transitions to CHECKING or ISSUED to include 7-to-64-character hex SHA-like approval evidence.,@repo/docs/PRD_CANDIDATE.md:L0374|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0036,1dc44e6c36f5,IN,SEC-DG005-0036,UNIT-DG005-0001,,
HBA-DG005-00187,187,"FR-048 P0 requires Dependencies.csv v3.1 parsing and validation of required headers, enum values, identity rules, and warnings through contract APIs.",@repo/docs/PRD_CANDIDATE.md:L0375|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0036,61b65e4d4384,IN,SEC-DG005-0036,UNIT-DG005-0001,,
HBA-DG005-00188,188,FR-049 P0 requires active extracted dependency rows to preserve provenance with EvidenceFile and SourceRef or explicit location TBD.,@repo/docs/PRD_CANDIDATE.md:L0376|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0036,e3ced386c71d,IN,SEC-DG005-0036,UNIT-DG005-0001,,
HBA-DG005-00189,189,"FR-050 P1 requires dependency writes to preserve lifecycle behavior, schema version, host deliverable consistency, and warnings for legacy or invalid data.",@repo/docs/PRD_CANDIDATE.md:L0377|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0036,af00c04cdd41,IN,SEC-DG005-0036,UNIT-DG005-0001,,
HBA-DG005-00190,190,"FR-051 P0 requires packaged instruction root resources to include agents, docs, AGENTS.md, README.md, WHAT-IS-AN-AGENT.md, and PROFESSIONAL_ENGINEERING.md.",@repo/docs/PRD_CANDIDATE.md:L0383|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0037,d947fcd83936,IN,SEC-DG005-0037,UNIT-DG005-0001,,
HBA-DG005-00191,191,"FR-052 P0 requires agent instruction files to declare type, class, surface, write-scope, blocking, and output metadata auditable against governance docs.",@repo/docs/PRD_CANDIDATE.md:L0384|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0037,b01b2da2be5d,IN,SEC-DG005-0037,UNIT-DG005-0001,,
HBA-DG005-00192,192,"FR-053 P0 requires Type 2 subagent injection to fail closed unless subagents are enabled and all approval, sealing, allowlist, and candidate conditions hold.",@repo/docs/PRD_CANDIDATE.md:L0385|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0037,0f9c38c3a96c,IN,SEC-DG005-0037,UNIT-DG005-0001,,
HBA-DG005-00193,193,FR-054 P1 requires deterministic tools to remain indexed in tools/REGISTRY.md by category with executable validation scripts.,@repo/docs/PRD_CANDIDATE.md:L0386|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0037,a20708f89eff,IN,SEC-DG005-0037,UNIT-DG005-0001,,
HBA-DG005-00194,194,FR-055 P1 requires snapshot-producing workflows to write immutable timestamped snapshot folders and movable _LATEST.md pointers.,@repo/docs/PRD_CANDIDATE.md:L0387|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0037,c92a4c213c1b,IN,SEC-DG005-0037,UNIT-DG005-0001,,
HBA-DG005-00195,195,"FR-056 P1 requires CHANGE and publication workflows to require explicit approval tokens and SHA checks, with CHANGE rechecking HEAD before approved actions.",@repo/docs/PRD_CANDIDATE.md:L0388|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0037,08c2f5f65686,IN,SEC-DG005-0037,UNIT-DG005-0001,,
HBA-DG005-00196,196,"FR-057 P0 requires unit and API tests to cover runtime, workspace, lifecycle, dependency, scaffold, attachment, key storage, network policy, and packaging behavior.",@repo/docs/PRD_CANDIDATE.md:L0394|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0038,1acfc7bed845,IN,SEC-DG005-0038,UNIT-DG005-0001,,
HBA-DG005-00197,197,FR-058 P0 requires npm run typecheck to pass for Next.js and Electron code.,@repo/docs/PRD_CANDIDATE.md:L0395|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0038,9fab846288ea,IN,SEC-DG005-0038,UNIT-DG005-0001,,
HBA-DG005-00198,198,FR-059 P0 requires repeatable harness premerge validation that creates the Section 8 latest summary JSON with required SDK test IDs.,@repo/docs/PRD_CANDIDATE.md:L0396|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0038,8fe7e939d8d2,IN,SEC-DG005-0038,UNIT-DG005-0001,,
HBA-DG005-00199,199,"FR-060 P0 requires npm run desktop:dist to build, package the DMG, and run instruction-root integrity verification.",@repo/docs/PRD_CANDIDATE.md:L0397|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0038,ac0d8eb54670,IN,SEC-DG005-0038,UNIT-DG005-0001,,
HBA-DG005-00200,200,FR-061 P1 requires CI to validate server readiness and upload a stable harness summary artifact.,@repo/docs/PRD_CANDIDATE.md:L0398|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0038,0adff97abc9a,IN,SEC-DG005-0038,UNIT-DG005-0001,,
HBA-DG005-00201,201,"POST /api/harness/session/create creates a session bound to projectRoot, persona, and mode.",@repo/docs/PRD_CANDIDATE.md:L0408|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0040,dd2b90d07056,IN,SEC-DG005-0040,UNIT-DG005-0001,,
HBA-DG005-00202,202,POST /api/harness/session/boot boots a session and persists boot metadata.,@repo/docs/PRD_CANDIDATE.md:L0409|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0040,76e2d1b35199,IN,SEC-DG005-0040,UNIT-DG005-0001,,
HBA-DG005-00203,203,GET /api/harness/session/list lists sessions for a normalized project root.,@repo/docs/PRD_CANDIDATE.md:L0410|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0040,a5af923992f6,IN,SEC-DG005-0040,UNIT-DG005-0001,,
HBA-DG005-00204,204,GET and DELETE /api/harness/session/[id] retrieve or delete a session.,@repo/docs/PRD_CANDIDATE.md:L0411|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0040,682cf1d1c606,IN,SEC-DG005-0040,UNIT-DG005-0001,,
HBA-DG005-00205,205,POST /api/harness/turn executes a turn and streams UI events over SSE.,@repo/docs/PRD_CANDIDATE.md:L0412|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0040,24eade468b29,IN,SEC-DG005-0040,UNIT-DG005-0001,,
HBA-DG005-00206,206,POST /api/harness/interrupt interrupts the active turn for a session.,@repo/docs/PRD_CANDIDATE.md:L0413|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0040,bc24fc1cd1f5,IN,SEC-DG005-0040,UNIT-DG005-0001,,
HBA-DG005-00207,207,POST /api/harness/scaffold scaffolds an execution root from decomposition markdown.,@repo/docs/PRD_CANDIDATE.md:L0414|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0040,660299ebfa5a,IN,SEC-DG005-0040,UNIT-DG005-0001,,
HBA-DG005-00208,208,POST /api/working-root/validate validates and normalizes a working root.,@repo/docs/PRD_CANDIDATE.md:L0420|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0041,d71839864ac7,IN,SEC-DG005-0041,UNIT-DG005-0001,,
HBA-DG005-00209,209,GET /api/working-root/tree returns a bounded file tree for the selected root.,@repo/docs/PRD_CANDIDATE.md:L0421|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0041,cc6c73346d31,IN,SEC-DG005-0041,UNIT-DG005-0001,,
HBA-DG005-00210,210,GET /api/working-root/scope scans deliverables and knowledge-type directories.,@repo/docs/PRD_CANDIDATE.md:L0422|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0041,6bee950e531e,IN,SEC-DG005-0041,UNIT-DG005-0001,,
HBA-DG005-00211,211,GET /api/project/deliverables returns deliverables plus knowledge decomposition metadata.,@repo/docs/PRD_CANDIDATE.md:L0423|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0041,6eccfdbbb3ad,IN,SEC-DG005-0041,UNIT-DG005-0001,,
HBA-DG005-00212,212,GET /api/working-root/deliverable/status reads the _STATUS.md snapshot for a deliverable.,@repo/docs/PRD_CANDIDATE.md:L0424|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0041,6efcecf894aa,IN,SEC-DG005-0041,UNIT-DG005-0001,,
HBA-DG005-00213,213,POST /api/working-root/deliverable/status/transition applies an allowed lifecycle transition.,@repo/docs/PRD_CANDIDATE.md:L0425|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0041,4b7f525e4f0a,IN,SEC-DG005-0041,UNIT-DG005-0001,,
HBA-DG005-00214,214,GET and PUT /api/working-root/deliverable/dependencies read or write Dependencies.csv snapshot rows.,@repo/docs/PRD_CANDIDATE.md:L0426|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0041,0ceae226483c,IN,SEC-DG005-0041,UNIT-DG005-0001,,
HBA-DG005-00215,215,The turn stream emits named SSE events with JSON payloads.,@repo/docs/PRD_CANDIDATE.md:L0430|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,df852d90d13e,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00216,216,The turn stream emits session:init events.,@repo/docs/PRD_CANDIDATE.md:L0432|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,87583b19983b,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00217,217,The turn stream emits chat:delta events.,@repo/docs/PRD_CANDIDATE.md:L0433|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,565a1d965d27,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00218,218,The turn stream emits chat:complete events.,@repo/docs/PRD_CANDIDATE.md:L0434|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,6a02f771c5d4,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00219,219,The turn stream emits tool:result events.,@repo/docs/PRD_CANDIDATE.md:L0435|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,ab2eba050312,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00220,220,The turn stream emits session:complete events.,@repo/docs/PRD_CANDIDATE.md:L0436|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,4e8aed4e3df3,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00221,221,The turn stream emits turn:error events.,@repo/docs/PRD_CANDIDATE.md:L0437|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,8d813a49a37c,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00222,222,The turn stream emits process:exit events.,@repo/docs/PRD_CANDIDATE.md:L0438|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,8545dcccf166,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00223,223,The turn stream must terminate with process-level completion or error unless the client disconnects and cancel cleanup runs.,@repo/docs/PRD_CANDIDATE.md:L0440|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0042,a3c5bc1ce339,IN,SEC-DG005-0042,UNIT-DG005-0001,,
HBA-DG005-00224,224,"The instruction root requires AGENTS.md, README.md, agents, docs, directive, contract, spec, types, and plan entries.",@repo/docs/PRD_CANDIDATE.md:L0448|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0044,8b122d471323,IN,SEC-DG005-0044,UNIT-DG005-0001,,
HBA-DG005-00225,225,"Instruction root may be overridden by CHIRALITY_INSTRUCTION_ROOT, and packaged builds set it to process.resourcesPath.",@repo/docs/PRD_CANDIDATE.md:L0460|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0044,c4d5723b63e3,IN,SEC-DG005-0044,UNIT-DG005-0001,,
HBA-DG005-00226,226,The working root must be an absolute existing readable and writable directory.,@repo/docs/PRD_CANDIDATE.md:L0466|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0045,6a6f3ccaafcc,IN,SEC-DG005-0045,UNIT-DG005-0001,,
HBA-DG005-00227,227,The working root must not be inside the instruction root.,@repo/docs/PRD_CANDIDATE.md:L0467|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0045,b793b23d7956,IN,SEC-DG005-0045,UNIT-DG005-0001,,
HBA-DG005-00228,228,"The working root contains project execution state, packages, deliverables, and tool roots.",@repo/docs/PRD_CANDIDATE.md:L0468|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0045,12df80a6ef81,IN,SEC-DG005-0045,UNIT-DG005-0001,,
HBA-DG005-00229,229,The working root is the only location where agents write project truth.,@repo/docs/PRD_CANDIDATE.md:L0469|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0045,f371e4b363fd,IN,SEC-DG005-0045,UNIT-DG005-0001,,
HBA-DG005-00230,230,The default session store location is {frontend cwd}/.chirality/sessions/*.json.,@repo/docs/PRD_CANDIDATE.md:L0475|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0046,d2c4caa0fec5,IN,SEC-DG005-0046,UNIT-DG005-0001,,
HBA-DG005-00231,231,The session store can be overridden with CHIRALITY_SESSION_ROOT.,@repo/docs/PRD_CANDIDATE.md:L0479|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0046,e01af37b4fa7,IN,SEC-DG005-0046,UNIT-DG005-0001,,
HBA-DG005-00232,232,"Session records include sessionId, projectRoot, persona, mode, timestamps, claudeSessionId, bootFingerprint, bootedAt, and model.",@repo/docs/PRD_CANDIDATE.md:L0481|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0046,5a92f85fd802,IN,SEC-DG005-0046,UNIT-DG005-0001,,
HBA-DG005-00233,233,Electron stores API keys at app.getPath(userData)/credentials/api-key.enc.,@repo/docs/PRD_CANDIDATE.md:L0498|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0047,8b339569a76f,IN,SEC-DG005-0047,UNIT-DG005-0001,,
HBA-DG005-00234,234,API keys are encrypted with Electron safeStorage.,@repo/docs/PRD_CANDIDATE.md:L0502|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0047,499dd41b81e4,IN,SEC-DG005-0047,UNIT-DG005-0001,,
HBA-DG005-00235,235,The process-global API key value is used by server runtime in packaged same-process builds.,@repo/docs/PRD_CANDIDATE.md:L0503|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0047,ab298d769f37,IN,SEC-DG005-0047,UNIT-DG005-0001,,
HBA-DG005-00236,236,API keys are not project truth.,@repo/docs/PRD_CANDIDATE.md:L0504|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0047,3245bf2f5e96,IN,SEC-DG005-0047,UNIT-DG005-0001,,
HBA-DG005-00237,237,API keys are not logged.,@repo/docs/PRD_CANDIDATE.md:L0505|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0047,e069cfca3959,IN,SEC-DG005-0047,UNIT-DG005-0001,,
HBA-DG005-00238,238,"Execution root entries include INIT.md, package folders, _Aggregation, _Change, _Coordination, _Decomposition, _Estimates, _Reconciliation, _Archive, _Scripts, and _Sources.",@repo/docs/PRD_CANDIDATE.md:L0509|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0048,9f4b9c0f59f9,IN,SEC-DG005-0048,UNIT-DG005-0001,,
HBA-DG005-00239,239,"Deliverable folders require _STATUS.md, _CONTEXT.md, _DEPENDENCIES.md, and _REFERENCES.md metadata.",@repo/docs/PRD_CANDIDATE.md:L0525|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0049,2f12984a3323,IN,SEC-DG005-0049,UNIT-DG005-0001,,
HBA-DG005-00240,240,The minimum PREPARATION fileset also includes _SEMANTIC.md.,@repo/docs/PRD_CANDIDATE.md:L0532|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0049,64cca3949346,IN,SEC-DG005-0049,UNIT-DG005-0001,,
HBA-DG005-00241,241,"The document kit includes Datasheet.md, Specification.md, Guidance.md, and Procedure.md.",@repo/docs/PRD_CANDIDATE.md:L0536|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0049,380d66f44fa2,IN,SEC-DG005-0049,UNIT-DG005-0001,,
HBA-DG005-00242,242,"Deliverable folders may additionally include Dependencies.csv, MEMORY.md, _SEMANTIC_LENSING.md, and HASH_VERIFICATION_BYPASS.jsonl.",@repo/docs/PRD_CANDIDATE.md:L0543|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0049,50b645a56235,IN,SEC-DG005-0049,UNIT-DG005-0001,,
HBA-DG005-00243,243,_MEMORY.md is disabled in this project profile.,@repo/docs/PRD_CANDIDATE.md:L0550|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0049,9db6817cbadf,IN,SEC-DG005-0049,UNIT-DG005-0001,,
HBA-DG005-00244,244,Dependencies.csv must follow schema version v3.1 with 29 required core columns plus optional extension columns.,@repo/docs/PRD_CANDIDATE.md:L0556|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0050,e187de32d2b9,IN,SEC-DG005-0050,UNIT-DG005-0001,,
HBA-DG005-00245,245,Dependency register rows are not deleted when retired.,@repo/docs/PRD_CANDIDATE.md:L0558|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0050,3e13f99b96f0,IN,SEC-DG005-0050,UNIT-DG005-0001,,
HBA-DG005-00246,246,"Dependency register rows track extraction and closure state through FirstSeen, LastSeen, Status, and SatisfactionStatus.",@repo/docs/PRD_CANDIDATE.md:L0559|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0050,e135b504d3d8,IN,SEC-DG005-0050,UNIT-DG005-0001,,
HBA-DG005-00247,247,ANCHOR dependency rows connect deliverables to definition and traceability nodes.,@repo/docs/PRD_CANDIDATE.md:L0560|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0050,d73f66cc1fed,IN,SEC-DG005-0050,UNIT-DG005-0001,,
HBA-DG005-00248,248,"EXECUTION dependency rows capture information flow, prerequisites, handoffs, and constraints.",@repo/docs/PRD_CANDIDATE.md:L0561|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0050,46956d2c1cef,IN,SEC-DG005-0050,UNIT-DG005-0001,,
HBA-DG005-00249,249,NFR-001 P0 requires all authoritative project state to remain local files under the working root.,@repo/docs/PRD_CANDIDATE.md:L0571|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0052,9841d56682a4,IN,SEC-DG005-0052,UNIT-DG005-0001,,
HBA-DG005-00250,250,"NFR-002 P0 requires API keys not to be written to project files or logs, with provider-error key redaction and Electron userData storage.",@repo/docs/PRD_CANDIDATE.md:L0572|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-PRD-CANDIDATE.html#SEC-DG005-0052,bce218a09724,IN,SEC-DG005-0052,UNIT-DG005-0001,,
