FindingID,AtomicUnitID,SourceDoc,AssignedCategoryID,CandidateCategoryIDs,FindingType,Severity,Status,Evidence,Recommendation
G3F-00508,HBA-DG027-00038,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-006,CAT-006:7;CAT-009:6;CAT-010:5;CAT-008:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Agent-writable artifact examples include operation proposals, review notes, TBD registers, draft report sections, handoff checklists, dependency registers, and reconciliation notes.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00509,HBA-DG027-00042,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-006,CAT-006:6;CAT-010:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,An Operation Proposal is not accepted model truth and remains a draft artifact for human review and domain-engine validation.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00510,HBA-DG027-00046,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-001,CAT-001:6;CAT-010:5;CAT-006:3;CAT-002:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Chirality must not become a domain-specific engineering solver, CAD system, piping stress analysis program, or professional validation or prover tool.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00511,HBA-DG027-00107,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-006,CAT-006:5;CAT-010:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The proposed POST /api/domain/proposal/validate endpoint validates an operation proposal against profile schema and domain-engine validation where available.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00512,HBA-DG027-00123,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-001,CAT-001:5;CAT-010:5;CAT-006:3;CAT-002:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"The example professional boundary prohibits claims of code compliance for reliance, professional approval, certification, sealing, ready-for-construction status, or external prover validation without external human record.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00513,HBA-DG027-00136,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-006,CAT-006:7;CAT-009:6;CAT-010:5;CAT-008:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Chirality agents may write operation proposals, review notes, TBD registers, scope notes, handoff checklists, draft report sections, dependency register entries, change records, and reconciliation notes when inside declared agent-writable paths.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00514,HBA-DG027-00142,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-009,CAT-009:6;CAT-010:5;CAT-005:3;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"The suggested external prover handoff deliverable contains a handoff manifest, export warnings, and external review TBDs.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00515,HBA-DG027-00148,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-005,CAT-005:5;CAT-010:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Agents operating under a domain profile must cite model state IDs, run IDs, comparison IDs, manifest hashes, and file paths where available.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00516,HBA-DG027-00170,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-003,CAT-003:6;CAT-010:5;CAT-006:1,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The risk that integration expands current release scope too much is mitigated by treating it as amendment or future scope unless explicitly added to a release decomposition.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00517,HBA-DG027-00182,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-001,CAT-001:6;CAT-010:5;CAT-002:2;CAT-006:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"The PRD out-of-scope text should state that Chirality does not directly solve, certify, approve, or professionally validate domain-specific engineering work.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00518,HBA-DG027-00189,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-PRD-AMENDMENT-DOMAIN-ENGINE-INTEGRATION,CAT-005,CAT-005:5;CAT-010:5;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"KG-DOM-003 decides that domain agents must rely on manifests, summaries, hashes, run IDs, and deterministic tool outputs.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00519,HBA-DG028-00002,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-010,CAT-010:7;CAT-001:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The plan treats Chirality App and OpenPipeStress as parts of a larger professional-engineering software ecosystem.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00520,HBA-DG028-00011,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-010,CAT-010:7;CAT-001:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Professional AI systems should coordinate deterministic engineering engines and professional judgment rather than replace them.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00521,HBA-DG028-00091,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-010,CAT-010:7;CAT-009:6;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Agents may create drafts, summaries, review notes, operation proposals, TBD registers, dependency rows, handoff checklists, and report fragments.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00522,HBA-DG028-00154,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-010,CAT-010:7;CAT-008:6;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Phase 6 Chirality work implements proposal templates, authoring support, proposal browser, review-note linkage, TBD extraction, and proposal lifecycle metadata.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00523,HBA-DG028-00178,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-001,CAT-001:8;CAT-010:7,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Phase 8 exits when the workflow supports engineering practice without pretending to automate professional reliance.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00524,HBA-DG028-00190,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-010,CAT-010:7;CAT-009:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Phase 10 acceptance requires users to see affected deliverables, model states, and handoff packages.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00525,HBA-DG028-00194,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-006,CAT-006:7;CAT-010:7,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Workstream A key work covers context composition, working-root validation, persistence, SSE stability, attachment policy, runtime options, tool registry, lifecycle, dependencies, audit behavior, typed errors, and packaging.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00526,HBA-DG028-00241,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-010,CAT-010:7;CAT-006:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Program Release 4 includes operation proposal schema, templates, validation command, diff preview, proposal browser, and review-note linkage.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00527,HBA-DG028-00250,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-010,CAT-010:7;CAT-009:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Program Release 7 includes cross-domain dependency tracking, impact analysis, dashboard, risk/TBD heat map, and multi-engine handoff packages.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00528,HBA-DG028-00252,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-010,CAT-010:7;CAT-006:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"The first meaningful integrated MVP includes Chirality domain profile validation, artifact scanning, protected path recognition, read-only tool invocation, summary access, and review/TBD/report generation.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00529,HBA-DG028-00265,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-006,CAT-006:7;CAT-010:7,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Filesystem boundary use supports git diff, audit, rollback, and human review.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00530,HBA-DG028-00319,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-BIGGER-PICTURE-DEVELOPMENT-PLAN,CAT-006,CAT-006:7;CAT-010:7,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Gate 5 requires proposal schema, proposal validation, proposal labels, diff preview, and user acceptance path.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00531,HBA-DG029-00043,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,CAT-008,CAT-008:12;CAT-010:12,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Project sources include line lists, P&ID extracts, equipment interfaces, and owner requirements.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00532,HBA-DG029-00075,SRC-DOCS-THESIS-BIGGER-PICTURE-CHIRALITY-OPENPIPESTRESS-INTEGRATION-PLAN,CAT-006,CAT-006:11;CAT-010:10,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"ops.validate_operation_proposal outputs proposal validation files, proposal diff preview, blockers, and warnings.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00533,HBA-DG030-00017,SRC-DOCS-THESIS-GLOSSARY,CAT-001,CAT-001:5;CAT-011:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Direct supervision and control: The standard of professional oversight under which a Licensed Professional takes personal responsibility for work performed by others or by automated tools, implying the ability to independently verify the outputs.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00534,HBA-DG031-00049,SRC-DOCS-THESIS-REFERENCES,CAT-002,CAT-002:6;CAT-007:5;CAT-001:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The references file includes DBM_Agent_Instruction_Architecture.md as design basis memorandum authority for agent instruction architecture.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00535,HBA-SKP000-00046,SRC-SKILLPACK-META,CAT-008,CAT-008:8;CAT-004:7,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,PDF2MD dispatches TASK + pdf2md-page for text transcription.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00536,HBA-SKP000-00056,SRC-SKILLPACK-META,CAT-004,CAT-004:5;CAT-007:5;CAT-006:3;CAT-008:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"dbm-draft-review runs scan_section_coverage.py, extract_claims.py, scan_tbd_markers.py, and check_body_thinness.py as deterministic substrate tools.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00537,HBA-SKP000-00057,SRC-SKILLPACK-META,CAT-006,CAT-006:6;CAT-004:5;CAT-007:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,dbm-draft-review uses agent judgment to compare substrate against governed truth and prepare candidate findings.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00538,HBA-SKP000-00058,SRC-SKILLPACK-META,CAT-006,CAT-006:6;CAT-004:5;CAT-007:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The human dispositions dbm-draft-review findings through the REVIEW agent.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00539,HBA-SKP000-00071,SRC-SKILLPACK-META,CAT-004,CAT-004:5;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"After adding or renaming skills, run tools/validation/validate_skill_metadata.py on skills.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00540,HBA-SKP000-00079,SRC-SKILLPACK-META,CAT-004,CAT-004:5;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,New skills must pass tools/validation/validate_skill_metadata.py.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00541,HBA-SKP000-00115,SRC-SKILLPACK-META,CAT-004,CAT-004:5;CAT-006:5,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"After creating or updating a skill, run python3 tools/validation/validate_skill_metadata.py skills.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00542,HBA-SKP002-00009,SRC-SKILLPACK-DBM-CONCORDANCE-SEED,CAT-007,CAT-007:11;CAT-004:10,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The TaskSkill field in the brief must equal the skill folder name dbm-concordance-seed.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00543,HBA-SKP003-00008,SRC-SKILLPACK-DBM-CONCORDANCE-VERIFY,CAT-007,CAT-007:11;CAT-004:10,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,TaskSkill is a required string field and must equal dbm-concordance-verify.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00544,HBA-SKP004-00003,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-004:6;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The dbm-draft-review skill builds a review substrate using deterministic tools.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00545,HBA-SKP004-00004,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The dbm-draft-review skill uses agent judgment to prepare candidate findings for human disposition via REVIEW.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00546,HBA-SKP004-00008,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-003:6;CAT-004:3;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The brief must not grant write access to decomposition truth.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00547,HBA-SKP004-00014,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-004,CAT-004:7;CAT-007:7;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,RuntimeOverrides.DRAFT_DBM_PATH identifies the draft document to review.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00548,HBA-SKP004-00015,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-004,CAT-004:7;CAT-007:7;CAT-006:6,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,RuntimeOverrides.REVIEW_OUTPUT_DIR identifies the evidence bundle output directory.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00549,HBA-SKP004-00016,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-004,CAT-004:7;CAT-007:7;CAT-003:6;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,RuntimeOverrides.DOMAIN_ROOT identifies the DOMAIN decomposition root.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00550,HBA-SKP004-00019,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-004,CAT-004:7;CAT-007:7;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,RuntimeOverrides.SECTION_MAP_PATH identifies an approved section map.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00551,HBA-SKP004-00021,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-004,CAT-004:7;CAT-007:7;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,RuntimeOverrides.SUPERSESSION_MAP_PATH identifies an active supersession map.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00552,HBA-SKP004-00022,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-004,CAT-004:7;CAT-007:7;CAT-006:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,RuntimeOverrides.SECTION_CONTEXT_ROOT identifies section context packets.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00553,HBA-SKP004-00029,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"When SECTION_MAP_PATH is missing, the evidence bundle is PARTIAL.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00554,HBA-SKP004-00032,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,The dbm-draft-review skill can produce useful findings without all optional inputs.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00555,HBA-SKP004-00034,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-009:4;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Orchestrators should include a CustomInstructions reminder to emit all six evidence bundle files.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00556,HBA-SKP004-00035,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Every Candidate_Findings.csv row should set Origin to AGENT_CHECK.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00557,HBA-SKP004-00036,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,FindingType values should use only controlled enum values.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00558,HBA-SKP004-00046,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Candidate_Findings.csv is a required dbm-draft-review output.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00559,HBA-SKP004-00055,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Candidate_Findings.csv FindingType values are limited to INCORRECT, UNSUPPORTED, MISSING, FLATTENED, OUTDATED, and INCOMPLETE.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00560,HBA-SKP004-00056,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Candidate_Findings.csv Severity values are limited to HIGH, MEDIUM, LOW, and ADVISORY.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00561,HBA-SKP004-00057,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Every Candidate_Findings.csv row must have Origin equal to AGENT_CHECK.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00562,HBA-SKP004-00058,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Every Candidate_Findings.csv row must have a non-empty Explanation.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00563,HBA-SKP004-00059,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Every Candidate_Findings.csv row must have a non-empty EvidenceSource.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00564,HBA-SKP004-00061,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3;CAT-002:2,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Candidate_Findings.csv columns are required in the specified order.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00565,HBA-SKP004-00062,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,"Candidate_Findings.csv FindingID values are sequential F-001, F-002, and onward.","Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00566,HBA-SKP004-00063,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Candidate_Findings.csv FindingType uses the controlled finding taxonomy.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00567,HBA-SKP004-00064,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Candidate_Findings.csv Severity uses the controlled severity taxonomy.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00568,HBA-SKP004-00065,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Candidate_Findings.csv Origin is AGENT_CHECK and is required for REVIEW compatibility.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00569,HBA-SKP004-00066,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Candidate_Findings.csv DraftLocation is a section heading or identifiable draft location.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00570,HBA-SKP004-00067,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Candidate_Findings.csv DraftLineNumber is a 1-based line number in the draft or 0 if not applicable.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
G3F-00571,HBA-SKP004-00068,SRC-SKILLPACK-DBM-DRAFT-REVIEW,CAT-007,CAT-007:7;CAT-006:6;CAT-004:3,AMBIGUOUS_CATEGORY_SIGNAL,ADVISORY,OPEN_PENDING_REVIEW,Candidate_Findings.csv DraftText is a relevant draft excerpt truncated to 200 characters.,"Review during Gate 3 category acceptance; if the atom is not truly atomic, split only by explicit human decision."
