ClaimKey,DeliverableID,UnitKind,ClaimType,ClaimClass,ClaimSummary,NormativeSource,DecisionBasis,DeclaredState,RecordedRemaining,ImplementationEvidence,VerificationEvidence,VerificationClass,ValidationEvidence,SourceReliability,LifecycleState,Disposition,Confidence,CauseTag,AuthorityTier,BaselineClass,DivergenceLayers,ContextRefs,RemainingWork,AuthorityNeeded,SelectableUnderCurrentLoop,Notes,SourceStateSHA
DEL-17-05:SOW#CLM-017,DEL-17-05,BLOCK,REQUIREMENT,DOCUMENTATION,"Documentation: Phase A four documents, STATUS update and run records; future harness config guidance, run-dir contract, coverage register, skip behaviour, fixture provenance, evidence notes.",SOW#L238-259,local design,Phase A list plus future list,,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/ScopeOfWork.md;projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/TASK_RUN_2026-05-18_1156.md;projects/chirality-piping/schemas/caepipe_external_run.schema.json;projects/chirality-piping/docs/developer_guide/index.md,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,PR #235,Decide whether harness configuration guidance and fixture provenance notes need a user/developer doc.,OWNER,NOT_APPLICABLE,Four documents replaced by ScopeOfWork (PR #235). Run-dir contract and coverage register exist as schema/code; developer guide lists the schema only. No harness configuration guidance doc found.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-018,DEL-17-05,BLOCK,REQUIREMENT,SECURITY,"O7/E5: user CAEPIPE output evidence defaults private, local-only, telemetry off; public classification needs a later rights path; no global privacy claim.",SOW#L260-266,DEC-074 (D-41) R5 T3 PDU-016,requirement,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L61-69;projects/chirality-piping/core/handoff/caepipe_external/run.py#L622-685,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_user_csv_privacy_cannot_be_bypassed_by_partial_override;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_private_defaults_reject_unsafe_caller_overrides_without_reclassification,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,"projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T3-PDU016.md; GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,"Committed parser_only fixture carries invented_public_example; it is invented, not user output (CLM-042 permits). The builder cannot reproduce that fixture because the override is blocked.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-019,DEL-17-05,BLOCK,DECLARED_STATE,VALIDATION,PDU-050 hold: ACC-006 stays verified-not-validated; tests verify the bounded contract only; live execution gated and not performed.,SOW#L267-279,DEC-074 (D-41) R5 T6 PDU-050; DEC-080,VERIFIED_NOT_VALIDATED,R01,projects/chirality-piping/core/handoff/caepipe_external/run.py,projects/chirality-piping/tests/test_caepipe_external_run_package.py,UNIT,NONE_FOUND,NOT_APPLICABLE,IN_PROGRESS,VERIFIED_NOT_VALIDATED,HIGH,VALIDATION_GAP,PROJECT_BASELINE,OWNER_HOLD,VALIDATION,"projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T6-PDU050-HOLD.md; GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",None until prover activation under DEC-080.,OWNER,NOT_APPLICABLE,"The declaration is accurate at the freeze; the disposition records the underlying state, not a text defect.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-019/AC-001,DEL-17-05,ITEM,ACCEPTANCE,INTEROP,"Acceptance: contract keeps user config, ownership, MBF inputs, run-dir/environment metadata, invocation gates, discovery, parser coverage, ID correlation, skip, diagnostics, privacy, regression-only.",SOW#L278,local design; DEC-074 PDU-050,acceptance,,projects/chirality-piping/core/handoff/caepipe_external/run.py;projects/chirality-piping/schemas/caepipe_external_run.schema.json;projects/chirality-piping/fixtures/caepipe_external/invented/skipped_run_package.json;projects/chirality-piping/fixtures/caepipe_external/invented/parser_only_run_package.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py,UNIT,NONE_FOUND,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",Close the environment-metadata and MBF-profile gaps (CLM-026/REQ-005) or narrow AC-001.,OWNER,NOT_APPLICABLE,"Missing: environment metadata (OS, permissions, launch context) and an MBF profile input field. The rest is present and unit-tested.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#production-and-verification-method-praxeology,DEL-17-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Section heading spanning CLM-020 to CLM-031.,SOW#L280-469,,,,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-020,DEL-17-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Procedure heading with PDU-055 currency marker.,SOW#L282-287,,,,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-021,DEL-17-05,BLOCK,DECLARED_STATE,GOVERNANCE,"PDU-055 currency declaration (Procedure), citing DECL-004.",SOW#L288-298,DEC-074 (D-41) R5 T7 PDU-055,declared current 2026-07-12,,projects/chirality-piping/execution/_Decomposition/SOFTWARE_DECOMP.md;projects/chirality-piping/execution/_DAG/_LATEST.md,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_REVIEW_OR_EVIDENCE,HIGH,EVIDENCE_OVERTAKEN,PROJECT_BASELINE,NONE,CLAIMS,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T7-PDU055-CURRENTNESS.md,Same as CLM-002.,OWNER,NOT_APPLICABLE,"Declaration names SOFTWARE_DECOMP rev 0.8 and DAG-007 as current authority; at the freeze the decomposition is rev 0.12 and _DAG/_LATEST names DAG-010. It also points residuals to _STATUS Remaining, which A4 treats as non-authority. The 'implemented slice supersedes setup wording' clause is a blanket override that leaves stale text in place.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-022,DEL-17-05,BLOCK,CONTEXT,GOVERNANCE,"Procedure purpose: populate, review and later implement the harness and parser without bundling, license bypass, overclaiming or treating regression evidence as acceptance.",SOW#L299-305,,,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L45-59,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-023,DEL-17-05,BLOCK,REQUIREMENT,WORKFLOW,"Prerequisites: Phase A reading list (TASK/ORCHESTRATOR, four-documents skill, siblings) and later-tranche checks (write scope, user path, license, config surface, profiles, fixture provenance).",SOW#L306-330,setup-era agent instructions,Phase A and future prerequisites,,agents/AGENT_TASK.md;projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-01_CAEPIPE and export-format source basis/Source_Basis_Register.md,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_SETUP_SPECIFICATION,MEDIUM,DOC_BEHIND_CODE,LOCAL_DESIGN,NONE,CLAIMS,,Drop the Phase A list; keep the later-tranche confirmations as live-run gates.,OWNER,NOT_APPLICABLE,"No ORCHESTRATOR agent file exists at the freeze (root agents/ holds HELP_HUMAN, HELPS_HUMANS, WORKING_ITEMS, TASK; the project has no agents/ folder). Later-tranche items 4-6 remain open TBDs, consistent with code.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-024,DEL-17-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Empty 'Steps' heading.,SOW#L331-335,,,,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-025,DEL-17-05,BLOCK,REQUIREMENT,WORKFLOW,"Phase A population steps: create four documents, ground facts, carry TBDs, add conflict table, avoid implementation, validate, move STATUS OPEN to INITIALIZED, record run.",SOW#L336-354,four-documents skill (setup era),Phase A procedure,,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/TASK_RUN_2026-05-18_1156.md;projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/ScopeOfWork.md,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_SETUP_SPECIFICATION,HIGH,DOC_BEHIND_CODE,LOCAL_DESIGN,NONE,CLAIMS,PR #235,Mark as completed history or remove.,OWNER,NOT_APPLICABLE,Completed 2026-05-18; four documents later replaced by ScopeOfWork; STATUS has since moved to IN_PROGRESS.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-026,DEL-17-05,BLOCK,REQUIREMENT,INTEROP,"Future external-run procedure: load package, check sidecars, resolve user path, build run dir, record environment and pre-run metadata, invoke, capture, discover CSV, parse, bind, diagnose, classify.",SOW#L355-375,local design; DEC-080,future procedure,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L153-298;projects/chirality-piping/core/handoff/caepipe_external/run.py#L454-485,projects/chirality-piping/tests/test_caepipe_external_run_package.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",Environment-context fields (step 5) are the smallest non-gated gap; steps 7-9 wait on DEC-080 activation and PH-001.,OWNER,NOT_APPLICABLE,"Steps 10-13 implemented. Steps 7-9 (invoke, capture, discover) absent, gated. Step 5 environment context has no schema field. Steps 1-2 reduce to an mbf_package_ref check.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-027,DEL-17-05,BLOCK,REQUIREMENT,WORKFLOW,"Future skip procedure: check configured path, skip and record reason, continue parser-only tests, never fail public CI for missing CAEPIPE.",SOW#L376-385,local design,future procedure,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L102-150;projects/chirality-piping/fixtures/caepipe_external/invented/skipped_run_package.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_skipped_without_executable_is_nonblocking_and_deterministic,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,IMPLEMENTED_DIFFERENTLY,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",Same as REQ-012.,OWNER,NOT_APPLICABLE,No runtime check reads a configuration; the caller builds a skipped package. Parser-only tests run and public CI passes per gate evidence.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-028,DEL-17-05,BLOCK,REQUIREMENT,INTEROP,"Future run-record minimum fields (15 bullets) from configuration surface through boundary note, durable even when the executable or CSV is absent.",SOW#L386-408,local design,future record,,projects/chirality-piping/schemas/caepipe_external_run.schema.json;projects/chirality-piping/core/handoff/caepipe_external/run.py#L153-203,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_fixture_and_builder_validate_against_schema,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,HIGH,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,"Add or drop: source model/export IDs, MBF profile id, OS/permissions/launch context, coverage-register version.",OWNER,NOT_APPLICABLE,"Present: config surface, path state, acknowledgements, MBF ref, command profile/shape, expected/observed CSV, exit/stdout/stderr, discovery, parser status and diagnostics, classification and boundary notes. Missing: the four field groups in RemainingWork.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-029,DEL-17-05,BLOCK,ACCEPTANCE,WORKFLOW,"Verification: Phase A four-document/min-fileset commands and manual checks; future checks for skip tests in CI, opt-in executable tests, coverage vs fixtures, metadata, canonical IDs.",SOW#L409-438,local design,Phase A plus future checks,,tools/validation/check_four_documents.sh;projects/chirality-piping/tests/test_caepipe_external_run_package.py,projects/chirality-piping/tests/test_caepipe_external_run_package.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",Retire the Phase A half; note that opt-in executable tests await DEC-080 activation.,OWNER,NOT_APPLICABLE,Phase A half is setup-era (four documents gone). Future: skip and coverage checks exist and pass in the suite; opt-in executable tests absent; manifest/ID-map/loss metadata partial.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-030,DEL-17-05,BLOCK,REQUIREMENT,DOCUMENTATION,"Records: Phase A kit, STATUS, 2026-05-18 run record; future records for config provenance, run metadata, run record, stdout/stderr, coverage, diagnostics, sidecar refs, fixture review, skip evidence.",SOW#L439-461,local design,Phase A plus future records,,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/TASK_RUN_2026-05-18_1156.md;projects/chirality-piping/core/handoff/caepipe_external/run.py#L454-485;projects/chirality-piping/fixtures/caepipe_external/invented/skipped_run_package.json,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,,Same as CLM-028.,OWNER,NOT_APPLICABLE,"Run metadata, coverage, diagnostics and skip evidence exist. Executable configuration provenance and explicit sidecar refs do not.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-031,DEL-17-05,BLOCK,ACCEPTANCE,SECURITY,"PDU-016 check: default and partial-override packages stay private, local-only, telemetry off; embedded private/protected/commercial payload is blocking.",SOW#L462-467,DEC-074 (D-41) R5 T3 PDU-016,check,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L622-685,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_user_csv_privacy_cannot_be_bypassed_by_partial_override;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_private_defaults_reject_unsafe_caller_overrides_without_reclassification;projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_privacy_and_authority_boundary_diagnostics_are_blocking,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,"Block text is its own check; its child VER-001 is a different, broader review item, so the block is not a container.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-031/VER-001,DEL-17-05,ITEM,ACCEPTANCE,VALIDATION,"Review contract, source parity, all run-record fields, config and skip paths, TBDs and conflicts, sidecar bindings, discovery, diagnostics, unit/coordinate and provenance, fixtures, claims.",SOW#L468,local design,review item,,projects/chirality-piping/core/handoff/caepipe_external/run.py;projects/chirality-piping/schemas/caepipe_external_run.schema.json,projects/chirality-piping/tests/test_caepipe_external_run_package.py;projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/TASK_RUN_2026-06-04_DEL-17-05_formal-review.md,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,PARTIALLY_IMPLEMENTED,MEDIUM,PARTIAL_SLICE,LOCAL_DESIGN,NONE,CLAIMS,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",Same gaps as CLM-028 and REQ-015.,OWNER,NOT_APPLICABLE,Items that depend on missing run-record fields and coordinate handling cannot pass as written. Key VER-001 also exists under CLM-016 with different content.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#governing-values-and-decisions-axiology,DEL-17-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Section heading spanning CLM-032 to CLM-043.,SOW#L470-600,,,,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-032,DEL-17-05,BLOCK,NON_NORMATIVE,DOCUMENTATION,Guidance heading with PDU-055 currency marker.,SOW#L472-477,,,,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,NOT_ASSESSED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-033,DEL-17-05,BLOCK,DECLARED_STATE,GOVERNANCE,"PDU-055 currency declaration (Guidance), citing DECL-003.",SOW#L478-488,DEC-074 (D-41) R5 T7 PDU-055,declared current 2026-07-12,,projects/chirality-piping/execution/_Decomposition/SOFTWARE_DECOMP.md;projects/chirality-piping/execution/_DAG/_LATEST.md,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,STALE_REVIEW_OR_EVIDENCE,HIGH,EVIDENCE_OVERTAKEN,PROJECT_BASELINE,NONE,CLAIMS,projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/WORKING_ITEMS_RUN_2026-07-12_D41-R5-T7-PDU055-CURRENTNESS.md,Same as CLM-002.,OWNER,NOT_APPLICABLE,"Declaration names SOFTWARE_DECOMP rev 0.8 and DAG-007 as current authority; at the freeze the decomposition is rev 0.12 and _DAG/_LATEST names DAG-010. It also points residuals to _STATUS Remaining, which A4 treats as non-authority. The 'implemented slice supersedes setup wording' clause is a blanket override that leaves stale text in place.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-034,DEL-17-05,BLOCK,CONTEXT,GOVERNANCE,Guidance purpose: harness can show a user-owned CAEPIPE environment accepts an MBF and emits CSV; parser extracts limited evidence; neither is an engineering approval.,SOW#L489-497,,,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L45-59,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,NO,NOT_APPLICABLE,'This Phase A kit' phrase is setup-era; substance holds.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-035,DEL-17-05,BLOCK,REQUIREMENT,GOVERNANCE,"Principles: opt-in user-owned execution, config not a bundled dependency, CI without CAEPIPE, regression-only CSV, TBD discipline, DEL-17-02 vocabulary, narrow parser, diagnostics not silent success.",SOW#L498-511,local design,principles,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L45-97;projects/chirality-piping/core/handoff/caepipe_external/run.py#L206-298,projects/chirality-piping/tests/test_caepipe_external_run_package.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,Assessed whole. The 'missing output becomes diagnostics' principle is only partly met; see CLM-006.s03 and REQ-009.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-036,DEL-17-05,BLOCK,REQUIREMENT,DOCUMENTATION,"Vocabulary: 'target CSV artifact' preferred; expected/observed CSV path, CSV result file and CSV output are state aliases of the same artifact.",SOW#L512-518,local design,vocabulary,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L510-519;projects/chirality-piping/schemas/caepipe_external_run.schema.json,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,NO,NOT_APPLICABLE,"Code uses expected_csv_path/observed_csv_path and CsvArtifact refs, all permitted aliases.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-037,DEL-17-05,BLOCK,CONTEXT,INTEROP,Considerations: public docs leave invocation shape and stable CSV sections open; harness records operational facts only; TBDs move only on documented evidence or ruling.,SOW#L519-531,,,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L78-97;projects/chirality-piping/core/handoff/caepipe_external/run.py#L125-130,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-038,DEL-17-05,BLOCK,CONTEXT,GOVERNANCE,"Trade-offs table choosing explicit config, TBD invocation, narrow parser, ID-map correlation, CI skip, private user CSV, ruling-gated TBD closure.",SOW#L532-546,,,,projects/chirality-piping/core/handoff/caepipe_external/run.py#L61-97,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-039,DEL-17-05,BLOCK,CONTEXT,GOVERNANCE,"Examples of acceptable (run-record fields, invented fixture, skipped record) and unacceptable (bundled binary, compatibility claim, silent unknown sections) work.",SOW#L547-564,,,,projects/chirality-piping/fixtures/caepipe_external/invented/caepipe_results.csv;projects/chirality-piping/fixtures/caepipe_external/invented/skipped_run_package.json;projects/chirality-piping/core/handoff/caepipe_external/run.py#L248-259,projects/chirality-piping/tests/test_caepipe_external_run_package.py,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-040,DEL-17-05,BLOCK,CONTAINER,GOVERNANCE,"Conflict table for human ruling, CONF-001 and CONF-002.",SOW#L565-574,,,,NOT_APPLICABLE,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,COVERED_BY_CHILDREN,HIGH,,,,NONE,,,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-040/DEL-17-05-CONF-001,DEL-17-05,ITEM,CONTEXT,INTEROP,Conflict: public pages describe related MBF-to-CSV patterns but no first invocation profile is chosen; proposal carries TBD; human ruling TBD.,SOW#L571,,open conflict,R02,projects/chirality-piping/core/handoff/caepipe_external/run.py#L125-130,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,OWNER,NOT_APPLICABLE,Still unruled at the freeze and still TBD in code. RF-002 carries it.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-040/DEL-17-05-CONF-002,DEL-17-05,ITEM,CONTEXT,INTEROP,Conflict: CSV export surfaces documented but no stable parser section coverage chosen; proposal keeps TBD and needs fixture-confirmed coverage; ruling TBD.,SOW#L572,,open conflict,R02,projects/chirality-piping/core/handoff/caepipe_external/run.py#L78-97,NOT_APPLICABLE,NONE,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,,,OWNER,NOT_APPLICABLE,Code follows the proposal: invented-fixture coverage only.,00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-041,DEL-17-05,BLOCK,REQUIREMENT,GOVERNANCE,"Review guidance: reject work that runs CAEPIPE without config, bundles, claims compatibility or acceptance, commits private outputs, hides uncertainty, or codes outside an approved tranche.",SOW#L575-588,local design,review rule,,projects/chirality-piping/core/handoff/caepipe_external/run.py;projects/chirality-piping/fixtures/caepipe_external/invented/caepipe_results.csv,projects/chirality-piping/tests/test_caepipe_external_run_package.py;projects/chirality-piping/execution/PKG-17_Export Format Interoperability/1_Working/DEL-17-05_CAEPIPE external run harness and CSV parser/_run_records/TASK_RUN_2026-06-04_DEL-17-05_formal-review.md,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,MEDIUM,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,"No rejection trigger found, except that coordinate and loss-report uncertainty are not surfaced (REQ-015). Code landed under named tranches per run records.",00115c71931bcae79909602d653740d3bb72dfa1
DEL-17-05:SOW#CLM-042,DEL-17-05,BLOCK,REQUIREMENT,SECURITY,Invented public fixtures stay rights-safe inputs; user CSV/runtime evidence never inherits their public classification by default.,SOW#L589-594,DEC-074 (D-41) R5 T3 PDU-016,requirement,,projects/chirality-piping/fixtures/caepipe_external/invented/parser_only_run_package.json;projects/chirality-piping/core/handoff/caepipe_external/run.py#L622-657,projects/chirality-piping/tests/test_caepipe_external_run_package.py::test_private_defaults_reject_unsafe_caller_overrides_without_reclassification,UNIT,NOT_APPLICABLE,NOT_APPLICABLE,IN_PROGRESS,ALIGNED,HIGH,,,,NONE,"GATE_EVIDENCE/B4_4_SWEEP_9D55 (python_pytest PASS, desktop PASS); GATE_EVIDENCE/PR834_CI (8 checks success)",,NO,NOT_APPLICABLE,,00115c71931bcae79909602d653740d3bb72dfa1
