LocalSeq,UnitStatement,SourceRef,ContentHash,InOutStatus,SectionID,DispatchUnitID,Corrects,Notes
1,DEL-13-04 is named the Physical-to-analytical transformation contract.,@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Datasheet.md:L12|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0004,5bbf2a85a25c,IN,SEC-ED079-0004,UNIT-ED079-0001,,
116,"REQ-008: the contract shall not bundle protected standards content, code-specific default values, protected tables, copied formulas, proprietary catalog values, or owner standards.",@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L49|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0042,4eb5fbe54058,IN,SEC-ED079-0042,UNIT-ED079-0001,,
117,"REQ-009: the contract and its warnings shall not claim certification, sealing, approval, authentication, engineering acceptance, or code compliance.",@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L50|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0042,e93b2ee6e5c2,IN,SEC-ED079-0042,UNIT-ED079-0001,,
118,REQ-010: solver-facing changes from this contract shall have deterministic verification tests before release.,@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L51|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0042,20ccf8bb6be5,IN,SEC-ED079-0042,UNIT-ED079-0001,,
119,REQ-011: the contract shall treat upstream dependency surfaces as prerequisite context and shall not reinterpret the local dependency mirror as independent dispatch authority.,@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L52|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0042,b82fdb6aac37,IN,SEC-ED079-0042,UNIT-ED079-0001,,
120,"REQ-012: the internal solver-boundary adapter shall accept only strict analytical_solver_model mappings and shall not become a public API, GUI/runtime path, external prover path, or final solver acceptance claim.",@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L53|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0042,ca18d332ebde,IN,SEC-ED079-0042,UNIT-ED079-0001,,
121,No external engineering standard text is locally available or authorized as source material for this deliverable.,@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L57|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0043,00162ea467c0,IN,SEC-ED079-0043,UNIT-ED079-0001,,
122,Any requirement depending on PRD v0.2 Section 8.3 or FR-MOD-007 beyond SOW-066 text remains TBD because the PRD is not locally available.,@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L70|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0043,703e8af38a84,TBD,SEC-ED079-0043,UNIT-ED079-0001,,
123,"Deterministic transform verification: same input and configuration produce equivalent analytical output and equivalent warnings/diagnostics, implemented in test_physical_to_analytical_transform.py.",@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L76|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0044,9ff3093ee660,IN,SEC-ED079-0044,UNIT-ED079-0001,,
124,"Unit metadata verification: unit-bearing values are not accepted silently without explicit units, and no unit conversion is performed.",@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L79|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0044,9bad48940ca4,IN,SEC-ED079-0044,UNIT-ED079-0001,,
125,No-silent-defaults verification: missing solve-required physical data yields findings rather than inferred defaults.,@repo/execution/PKG-13_Physical Design Knowledge and Constraint Engine/1_Working/DEL-13-04_Physical-to-analytical transformation contract/Specification.md:L80|_Decomposition/source_review_html/SRC-DEL-DEL-13-04-PHYSICAL-TO-ANALYTICAL-TRANSFORMATION-CONTRACT.html#SEC-ED079-0044,d58b8cd3b37c,IN,SEC-ED079-0044,UNIT-ED079-0001,,
